Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
;"Biblioteca Pública Municipal ""Blas Pajarero"" de Valladolid";"Biblioteca Pública Municipal ""Blas Pajarero""";"1202286545838";"Valladolid";;"<p><strong>Ma&ntilde;anas </strong>(lunes a s&aacute;bado): de 10 a 14 h. <br />
<strong>Tardes </strong>(lunes a viernes): de 17 a 21 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>de lunes a viernes: de 9 a 14 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Disponemos aproximadamente de 29500 vol&uacute;menes distribuidos en las secciones de adultos, infantil y juvenil, 102 t&iacute;tulos de revistas y diarios. Existen tambi&eacute;n documentos audiovisuales y cdrom (unos 4600 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de lectura; tel&eacute;fono y fax <br />
<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>6 ordenadores de acceso p&uacute;blico con Internet y para consultas r&aacute;pidas <br />
&nbsp;</p>";1284223013384;20140402;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223013384/DirectorioPadre";
;"Punto de Préstamo Barrio Esgueva. Valladolid";"Punto de Préstamo Barrio Esgueva. Valladolid";"1202286784852";"Valladolid";;"<p><strong>Ma&ntilde;anas: </strong>martes, jueves&nbsp;y&nbsp;viernes: de&nbsp;17:30 a 19:30 h.<br />
<strong>S&aacute;bados</strong>: de 11:30a 13:30 h.</p>
<p>En periodo de <strong>vacaciones escolares </strong>el horario&nbsp;es: de&nbsp;martes,jueves&nbsp;y viernes: de&nbsp;11:30 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;</li>
<li>Acceso a internet</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>Fondo bibliogr&aacute;fico formado por libros (entre 3000 y 5000 vol&uacute;menes)y publicaciones peri&oacute;dicas. Colecci&oacute;n de DVDs (entre 1000 y 1500 ejemplares). <br />
<br />
<strong>Equipamiento:<br />
</strong>Puestos de consulta; tel&eacute;fono.<br />
&nbsp;<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>2 ordenadores para acceso p&uacute;blico con Internet. <br />
&nbsp;</p>";1284223081970;20140408;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223081970/DirectorioPadre";
"<p>&nbsp;Biblioteca especializada en enfermedades raras<br />
&nbsp;</p>";"Biblioteca del Centro de Referencia Estatal de Atención a Personas con Enfermedades Raras";"Biblioteca del Centro de Referencia Estatal de Atención a Personas con Enfermedades Raras";"1272285653043";"Burgos";;"<p>Lunes a viernes : 10 a 13:30 h ; 16:00 a 19:30 h.&nbsp;&nbsp;</p>";"Acceso, consulta y préstamo restringido a personal y usuarios del centro";;;"<p>Recursos: libros, publicaciones peri&oacute;dicas, audiovisuales y recursos electr&oacute;nicos</p>";1284223120260;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223120260/DirectorioPadre";
"<p>Biblioteca auxiliar especializada en historia, historia local, administraci&oacute;n y archiv&iacute;stica. Destaca : Colecci&oacute;n Guerra Civil.</p>";"Biblioteca Auxiliar del Archivo Municipal de Burgos";"Biblioteca Auxiliar del Archivo Municipal de Burgos";"1202286004711";"Burgos";;"<p>&nbsp;Lunes a viernes : 8:30 a 14:30 h., excepto festivos.</p>";"Acceso libre.";;"<ul>
<li>Consulta e Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Cat&aacute;logo automatizado</li>
<li>Lector/reproductor microformas</li>
<li>Lector CD-ROM</li>
<li>M&aacute;quinas microfilmadoras</li>
<li>Reprograf&iacute;a<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, publicaciones peri&oacute;dicas, fondo antiguo, recursos electr&oacute;nicos, mapas, planos, fotograf&iacute;as, carteles. grabados, postales, facs&iacute;miles.</li>
</ul>";1284223130258;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223130258/DirectorioPadre";
"<p>&nbsp;</p><img src='/web/jcyl/binarios/95/601/BPBU_BM_BU_TeatroPrincipal_.jpg' alt='Imagen del exterior de la Biblioteca Pública Municipal del Teatro Principal de Burgos'>";"Biblioteca Pública Municipal del Teatro Pincipal de Burgos";"Biblioteca Pública Municipal del Teatro Principal de Burgos";"1193471127439";"Burgos";;"<p>Lunes a viernes : 9:00 a 21:00 h. S&aacute;bados: 9:30 h. a 14:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia y recursos electr&oacute;nicos.</li>
</ul>";1284223215023;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223215023/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenIzda&amp;_herramienta_=true&amp;_cid_=1284223674428&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284223674428;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""Teresa León"" de Burgos";"Biblioteca Pública Municipal Maria Teresa León de Burgos";"1193471127543";"Burgos";;"<p>Lunes a viernes : 15:00 a 21:00 h. S&aacute;bados: 9:30 h. a 14:00 h.&nbsp;&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Reprograf&iacute;a</li>
<li>Acceso a Internet<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia y recursos electr&oacute;nicos.</li>
</ul>";1284223232764;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223232764/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1283259219938&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1283259219938;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Medina de Pomar";"Biblioteca Pública Municipal de Medina de Pomar";"1193292153902";"Medina de Pomar";;"<p>&nbsp;Lunes a viernes : 10:00 a 13:30 h. ; 16:30 a 20:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia, dep&oacute;sito.</li>
</ul>";1284223233270;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223233270/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1276063649840&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1276063649840;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""Criales y Arce"" de Melgar de Fernamental";"Biblioteca Pública Municipal de Melgar de Fernamental";"1193292151245";"Melgar de Fernamental";;"<p>Lunes a viernes: 16:00 a 20:00 h.&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo y Pr&eacute;stamo interbibliotecario</li>
<li>Consulta e Informaci&oacute;n</li>
<li>Acceso a Internet</li>
<li>Infantil y Juvenil</li>
<li>Fondo local</li>
<li>Reprograf&iacute;a&nbsp;<br />
&nbsp;</li>
</ul>";"<ul>
<li>Recursos: Libros, peri&oacute;dicos y revistas, audiovisuales, multimedia.</li>
</ul>";1284223282921;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284223282921/DirectorioPadre";
;"Biblioteca Pública Municipal de Berlanga de Duero";"Biblioteca Pública Municipal de Berlanga de Duero";"1194246986363";"Berlanga de Duero";;"<p><strong>Lunes a Viernes:<br />
</strong>Tardes:&nbsp;de 16:00 a 20:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
<li>Reprograf&iacute;a</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>62 puestos de consulta.</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>1 ordenador uso interno.&nbsp;2 ordenador de uso p&uacute;blico con conexi&oacute;n a Internet.</p>";1284223915144;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223915144/DirectorioPadre";
;"Biblioteca de la Academia de Caballería de Valladolid";"Biblioteca de la Academia de Caballería de Valladolid";"1202287788602";"Valladolid";;"<p><strong>Ma&ntilde;anas: </strong>de lunes a viernes: de&nbsp;10:00 a 13:00 h. <br />
Acceso: previa petici&oacute;n al Director de la Academia.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo domiciliario para personal del centro exclusivamente (obras posteriores a 1958)</li>
<li>Informaci&oacute;n bibliogr&aacute;fica. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>La biblioteca actual se form&oacute; con los restos de una anterior localizada en el Alc&aacute;zar de Toledo y las donaciones que unidades y particulares hicieron a la Academia. De esta forma se ha reunido una colecci&oacute;n bibliogr&aacute;fica especialmente del siglo XIX. El fondo asciende a 14.000 vol&uacute;menes. <br />
<br />
<strong>Equipamiento:<br />
</strong>Fotocopiadora, tel&eacute;fono y fax&nbsp;</p>";1284223928924;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284223928924/DirectorioPadre";
;"Biblioteca Pública Municipal de Vinuesa";"Biblioteca Pública Municipal de Vinuesa";"1194247103578";"Vinuesa";;"<p><strong>Lunes a Viernes:<br />
</strong>Tardes: de 18:00 a 20:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
<li>Reprograf&iacute;a.</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>40 puestos de consulta. Fotocopiadora.</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>1 ordenador uso interno. 2 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet. Wifi.</p>";1284223947159;20120606;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223947159/DirectorioPadre";
"<p>Biblioteca&nbsp;Universitaria</p>";"Biblioteca de la Universidad de Valladolid. Campus de Soria";"Biblioteca de la Universidad de Valladolid. Campus de Soria";"1200492258995";"Soria";;"<p>8:30 a 21:30 h. (lunes a viernes)<br />
&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Prestamo interbibliotecario.</li>
<li>Hemeroteca.</li>
<li>Informaci&oacute;n y referencia</li>
</ul>";"<ul>
<li><strong>Recursos</strong></li>
</ul>
<p>Libros, publicaciones peri&oacute;dicas, audiovisuales, bases de datos en l&iacute;nea y WIFI</p>";1284224082900;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284224082900/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/1012/800/BPPA_BM_Aguilar_1.jpg' alt='Foto de la biblioteca de Aguilar de Campoo (Palencia)'></p>";"Biblioteca Pública Municipal ""Bernardo el Carpio"" de Aguilar de Campoo (Palencia)";"Biblioteca Pública Municipal de Aguilar de Campoo";"1194332683778";"Aguilar de Campoo";;"<p><strong>Sala de Adultos</strong>:<br />
Lunes a viernes de 11 a 13 y de 16 a 20:50 h.<br />
<strong>Sala Infantil</strong>:<br />
Lunes y viernes de 17:30 a 19:30 h.<br />
Martes, mi&eacute;rcoles y jueves de 17:30 a 20:50 h.<br />
<strong>Videoteca y Fonoteca</strong>:<br />
Lunes y viernes de 19:30 a 20:50 h.<br />
<strong>Sala de acceso a Internet</strong>:<br />
Lunes a viernes de 11 a 13 y de 16 a 20:50 h.<br />
<strong>Sala de exposiciones</strong>:<br />
Lunes a viernes de 11 a 13 y de 16 a 20:50 h.&nbsp;</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura&nbsp;</li>
<li>Sala de exposiciones.</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros: 20.000 vol&uacute;menes.</li>
<li>Revistas: 32 t&iacute;tulos.</li>
<li>Prensa: 6 peri&oacute;dicos.</li>
<li>Documentos audiovisuales:&nbsp;4.000 DVDs y CDs audio y 270 CD-ROMs</li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>121 puestos de consulta</li>
<li>Fotocopiadora&nbsp;</li>
<li>10&nbsp;puestos de uso p&uacute;blico con acceso a Internet</li>
<li>Escaner</li>
<li>Reproductor de audiovisuales</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>";1284224187316;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224187316/DirectorioPadre";
;"Biblioteca Pública Municipal de Bembibre";"Biblioteca Pública Municipal de Bembibre";"1194591162193";"Bembibre";;"<p><strong>De lunes a viernes</strong>: de 10 a 13:30 h. y de 16:30 a 20 h.<br />
<strong>S&aacute;bados</strong>: de 10 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Formaci&oacute;n de usuarios</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224309968;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224309968/DirectorioPadre";
;"Biblioteca de la Universidad Europea Miguel de Cervantes";"Biblioteca de la Universidad Europea Miguel de Cervantes. Valladolid";"1202287786845";"Valladolid";;"<p>En periodo lectivo: de lunes a viernes de 9:00 h. a 21:00 h.<br />
El horario de informaci&oacute;n y atenci&oacute;n finaliza a las 20:45 h.</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo a domicilio</li>
<li>Reservas</li>
<li>Informaci&oacute;n bibliogr&aacute;fica</li>
<li>Pr&eacute;stamo interbibliotecario</li>
<li>Formaci&oacute;n de usuarios. <br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>
<ul>
<li>Secci&oacute;n de obras de referencia y consulta</li>
<li>Colecci&oacute;n de manuales y monograf&iacute;as.</li>
<li>Videoteca (CD-ROM, DVD, CD-Audio)&nbsp;</li>
<li>Hemeroteca</li>
</ul>
<p><br />
<strong>Equipamiento:<br />
</strong>Fotocopiadora, tel&eacute;fono y fax<br />
&nbsp;<br />
<strong>Equipamiento inform&aacute;tico:<br />
</strong>Ordenadores con acceso a internet <br />
&nbsp;</p>
</p>";1284224310053;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284224310053/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/301/235/WPA_BM_Astudillo.jpg' alt='Foto de la biblioteca de Astudillo (Palencia)'></p>";"Biblioteca Pública Municipal ""César Muñoz Arconada"" de Astudillo (Palencia)";"Biblioteca Pública Municipal de Astudillo";"1194332695389";"Astudillo";;"<p><strong>Lunes a viernes</strong>, de 17,30 a 19 h.</p>
<p><strong>Verano (julio&nbsp;y agosto), </strong>de 12:30 a 13:30 h.</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Fondo de estudios locales.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura.</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;10.500 vol&uacute;menes</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;400 DVDs y&nbsp;CDs audio</li>
</ul>
<p>&nbsp;<strong>Equipamiento:</strong></p>
<ul>
<li>30 puestos de consulta</li>
<li>1 puestos de uso publico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>";1284224390963;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224390963/DirectorioPadre";
;"Biblioteca Pública Municipal de Mansilla de las Mulas";"Biblioteca Pública Municipal de Mansilla de las Mulas";"1194937150198";"Mansilla de las Mulas";;"<p><strong>De lunes a viernes: </strong>de 16:30 a 20:30 h.<br />
<strong>Verano: </strong>de 10 a 13:30 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224540426;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224540426/DirectorioPadre";
;"Biblioteca Pública Municipal ""Pío XII"" de Santa María del Páramo";"Biblioteca Pública Municipal de Santa María del Páramo";"1194505201888";"Santa María del Páramo";;"<p><strong>De lunes a viernes: </strong>de 17 a 20 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a Internet</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224632542;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224632542/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/43/971/WPA_BM_Torquemada.jpg' alt='Foto de la biblioteca de Torquemada (Palencia)'></p>";"Biblioteca Pública Municipal ""Cardenal Fray Juan"" de Torquemada (Palencia)";"Biblioteca Pública Municipal de Torquemada";"1195196680747";"Torquemada";;"<p><strong>Lunes a viernes</strong>, de 17 a 20:30 h.&nbsp;</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;9.000 vol&uacute;menes</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Revistas:&nbsp;3 t&iacute;tulos</li>
<li>Documentos audiovisuales:&nbsp;100 DVDs</li>
</ul>
<p>&nbsp;</p>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>36&nbsp;puestos de consulta</li>
<li>Escaner</li>
<li>2 puestos de uso p&uacute;blico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>";1284224651550;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224651550/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1284225783634&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1284225783634;Tipo:Recurso)]</i></span>";"Biblioteca Pública de Palencia (Palencia)";"María José Sánchez Prieto";"1191563267615";"Palencia";;"<p><strong>Secciones de adultos:</strong></p>
<ul>
<li><strong>De lunes a viernes:</strong> horario continuo de&nbsp;8:00 a 21:30 h.</li>
<li><strong>S&aacute;bados:</strong> de 9:00 a 14:00 h.</li>
</ul>
<p><strong>Secci&oacute;n infantil: </strong></p>
<ul>
<li><strong>De lunes a viernes: </strong>de 15:30 a 21:30 h.</li>
<li><strong>S&aacute;bados: </strong>de 10:00 a 14:00 h.<strong> <br />
</strong></li>
</ul>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales</li>
<li>Hemeroteca</li>
<li>Acceso a Internet.</li>
<li>Ofim&aacute;tica</li>
<li>Reproducci&oacute;n de documentos</li>
<li>Utilizaci&oacute;n de instalaciones y visitas guiadas</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos</strong>:</p>
<p>Libros. Revistas. Prensa. Documentos audiovisuales. Material gr&aacute;fico. Mapas y planos <br />
&nbsp;</p>
<p><strong><br />
</strong></p>
<p>&nbsp;</p>";1284224683857;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224683857/DirectorioPadre";
;"Biblioteca Pública Municipal de Villablino";"Biblioteca Pública Municipal de Villablino";"1194505210036";"Villablino";;"<p><strong>De lunes a viernes: </strong>de 11 a 14 h.&nbsp; y de 17 a 21 h.<br />
&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224752088;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224752088/DirectorioPadre";
"<p>Centro especializado en las materias tratadas por la Fundaci&oacute;n a que pertenece, cuyo objetivo principal es la cooperaci&oacute;n transfronteriza con Portugal. En este sentido, la Fundaci&oacute;n Rei Afonso Henriques:</p>
<ul>
<li>Potencia la colaboraci&oacute;n hispano-lusa econ&oacute;mica, cultural y socialmente</li>
<li>Gestiona temas de desarrollo interregional, intercambios de personas, instituciones, as&iacute; como programas y proyectos en la Cuenca del Duero y las regiones transfronterizas</li>
<li>Promueve planes de estudio, investigaci&oacute;n y pol&iacute;tica cient&iacute;fica entre los dos pa&iacute;ses.</li>
</ul>
<p>En resumen, una colaboraci&oacute;n de entidades p&uacute;blicas y privadas, portuguesas, espa&ntilde;olas y de la Uni&oacute;n Europea para la promoci&oacute;n y gesti&oacute;n de esta zona.</p>
<p>La biblioteca acoge adem&aacute;s el centro <em>Europa Direct</em>, un servicio que pretende acercar al ciudadano a la Uni&oacute;n Europea. As&iacute;, por ejemplo:</p>
<ul>
<li>Ofrece informaci&oacute;n pr&aacute;ctica sobre temas europeos</li>
<li>Facilita respuestas a cualquier pregunta sobre las pol&iacute;ticas de la Uni&oacute;n, proporciona los datos de contacto de sus organismos y aconseja sobre el modo de solucionar los problemas pr&aacute;cticos que se puedan plantear al ciudadano en el ejercicio de sus derechos en Europa.</li>
</ul>";"Biblioteca de la Fundación Hispano-Lusa ""Rei Afonso Henriques"" (Zamora)";"Biblioteca de la Fundación Hispano-Lusa ""Rei Afonso Henriques"". Zamora";"1197282439847";"Zamora";;"<p>8.00-15.00 (Actualmente, puede estar sometido a cambios)</p>";;;"<p>Lectura. Consulta. Pr&eacute;stamo.</p>";"<ul>
<li>Recursos:<br />
Los fondos corresponden a Europa Direct, producci&oacute;n propia, Cooperaci&oacute;n transfronteriza, Zamora, Portugal y obras de referencia.</li>
</ul>
<ul>
<li>Equipamiento:<br />
21 puestos de consulta y lectura<br />
8 Ordenadores Impresora Internet en todos los equipos</li>
</ul>
<p>Se programan actividades relacionadas con el tema de Europa, cursos, postgrados, conferencias, etc. <br />
&nbsp;<br />
&nbsp;</p>";1284224795250;20140312;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1284224795250/DirectorioPadre";
