CURSO ACADÉMICO;CÓDIGO;C.SITUACIÓN;SITUACIÓN;C.NATURALEZA;NATURALEZA;C.DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA BREVE;DENOMINACIÓN ESPECÍFICA;C.VÍA;VÍA;NOMBRE DE LA VÍA;NÚMERO;NÚMERO(EXT);PISO;PISO(EXT);ESCALERA;LETRA;C.PROV;C.MUNI;C.LOCA;PROVINCIA;MUNICIPIO;LOCALIDAD;C.POSTAL;TELÉFONO;FAX;LETRA;CORREO ELECTRÓNICO;WEB;COORD. LONGITUD;COORD. LATITUD;C.R.A;INTERNADO;CONCIERTO;JORNADA CONTINUA;COMEDOR;TRANSPORTE;
2014;05005981;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA GAZNATA;CALLE;CALLE;EL PINO;2;;;;;;5;201;1;AVILA;SAN BARTOLOME DE PINARES;SAN BARTOLOME DE PINARES;5267;920270070;920270070;;05005981@educa.jcyl.es;http://cralagaznata.centros.educa.jcyl.es;-4,54087;40,54227;S;N;N;S;N;S;
2014;37009416;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA RIBERA;CALLE;CALLE;ERAS;5;;;;;;37;14;1;SALAMANCA;ALDEADAVILA DE LA RIBERA;ALDEADAVILA DE LA RIBERA;37250;923505116;923505116;;37009416@educa.jcyl.es;http://cralaribera.centros.educa.jcyl.es;-6,61327;41,21621;S;N;N;S;S;S;
2014;42004005;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA RIBERA;CRA.;CARRETERA;DE VALDANZO;;S/N;;;;;42;103;3;SORIA;LANGA DE DUERO;LANGA DE DUERO;42320;975353056;975353056;;42004005@educa.jcyl.es;http://cra-laribera.centros.educa.jcyl.es;-3,40207;41,60967;S;N;N;N;S;N;
2014;37009908;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA SENARA;CALLE;CALLE;SALAS POMBO;56;;;;;;37;113;3;SALAMANCA;CUBO DE DON SANCHO (EL);CUBO DE DON SANCHO (EL);37281;923443107;923443107;;37009908@educa.jcyl.es;http://cralasenara.centros.educa.jcyl.es;-6,30415;40,88903;S;N;N;S;N;N;
2014;05001730;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA SERREZUELA;CALLE;CALLE;LA CUEVA, S/N;;;;;;;5;225;2;AVILA;SANTA MARIA DEL BERROCAL;SANTA MARIA DEL BERROCAL;5510;920367208;920367208;;05001730@educa.jcyl.es;http://cralaserrezuela.centros.educa.jcyl.es;-5,40508;40,50918;S;N;N;S;N;N;
2014;05005942;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA SIERRA;CALLE;CALLE;LA FUENTE;;S/N;;;;;5;59;1;AVILA;CILLAN;CILLAN;5149;920232149;920232149;;05005942@educa.jcyl.es;http://:cra-lasierra.centros.educa.jcyl.es;-4,97559;40,7062;S;N;N;S;S;N;
2014;47007331;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LA VILLA;CALLE;CALLE;CALVARIO;;S/N;;;;;47;114;4;VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;983880318;983880318;;47007331@educa.jcyl.es;http://cralavilla.centros.educa.jcyl.es;-4,12416;41,59587;S;N;N;S;S;S;
2014;24018295;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAGUNA DALGA;CALLE;CALLE;LA BAÑEZA;2;;;;;;24;87;1;LEON;LAGUNA DALGA;LAGUNA DALGA;24248;987351037;987351037;;24018295@educa.jcyl.es;http://cplagunadalga.centros.educa.jcyl.es;-5,75697;42,33152;S;N;N;N;N;N;
2014;40004828;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAS CAÑADAS;PS.;PASEO;MARQUÉS DE AGUILAFUENTE;29;;;;;;40;4;1;SEGOVIA;AGUILAFUENTE;AGUILAFUENTE;40340;921572202;921572202;;40004828@educa.jcyl.es;;-4,11164;41,22617;S;N;N;S;N;N;
2014;37009519;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAS CINCO ENCINAS;CALLE;CALLE;SAN PABLO;65;;;;;;37;143;2;SALAMANCA;GALINDUSTE;GALINDUSTE;37785;923391577;923391577;;37009519@educa.jcyl.es;;-5,5387;40,66378;S;N;N;S;N;N;
2014;05005954;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAS COGOTAS;CALLE;CALLE;LA ESTACIÓN;4;;;;;;5;49;1;AVILA;CARDEÑOSA;CARDEÑOSA;5320;920260187;;;05005954@educa.jcyl.es;http://cralascogotas.centros.educa.jcyl.es;-4,74669;40,74105;S;N;N;S;N;N;
2014;37009891;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAS DEHESAS;AV.;AVENIDA;SALAMANCA;49;;;;;;37;316;8;SALAMANCA;TAMAMES;TAMAMES;37600;923449234;;;37009891@educa.jcyl.es;http://cralasdehesas.centros.educa.jcyl.es;-6,10537;40,65679;S;N;N;S;S;S;
2014;05006016;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LAS TORRES;CALLE;CALLE;CHORRITO;2;;;;;;5;127;1;AVILA;MIJARES;MIJARES;5461;920385212;920385212;;05006016@educa.jcyl.es;http://:cralastorres.centros.educa.jcyl.es;-4,83875;40,29681;S;N;N;S;N;N;
2014;47007148;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LLANO ALTO;CALLE;CALLE;DE LA ESTACION;21;;;;;;47;11;1;VALLADOLID;ATAQUINES;ATAQUINES;47210;983815281;983815281;;47007148@educa.jcyl.es;http://centros4.pntic.mec.es/-llanoalt;-4,79867;41,18083;S;N;N;S;N;S;
2014;37009623;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LLANOGRANDE;CALLE;CALLE;MIGUEL DE UNAMUNO;1;;;;;;37;330;1;SALAMANCA;VALDECARROS;VALDECARROS;37881;923383037;923383037;;37009623@educa.jcyl.es;http://crallanogrande.centros.educa.jcyl.es;-5,42301;40,7696;S;N;N;S;N;S;
2014;05006065;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LLANOS DE MORAÑA;CRA.;CARRETERA;SANTO TOMÉ DE ZABARCOS;;S/N;;;;;5;220;2;AVILA;SAN PEDRO DEL ARROYO;SAN PEDRO DEL ARROYO;5350;920240201;920240201;;05006065@educa.jcyl.es;http://crallanosdemorana.centros.educa.jcyl.es;-4,87298;40,80078;S;N;N;S;S;S;
2014;37009805;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOPE DE VEGA;CALLE;CALLE;JOSÉ ANTONIO PRIMO DE RIVERA;80;;;;;;37;148;4;SALAMANCA;GARCIHERNANDEZ;GARCIHERNANDEZ;37810;923371656;;;37009805@educa.jcyl.es;http://cralopedevega.centros.educa.jcyl.es;-5,43244;40,8602;S;N;N;S;N;N;
2014;40008342;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS ALMENDROS;CALLE;CALLE;CAMINO DE SAN CRISTOBAL;;S/N;;;;;40;112;1;SEGOVIA;LASTRILLA (LA);LASTRILLA (LA);40196;921436445;921429131;;40008342@educa.jcyl.es;http://cra-losalmendros.centros.educa.jcyl.es;-4,10201;40,96667;S;N;N;S;S;N;
2014;49007498;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS ALMENDROS;AV.;AVENIDA;DE LA ESCUELA;;S/N;;;;;49;24;1;ZAMORA;BOVEDA DE TORO (LA);BOVEDA DE TORO (LA);49155;980602358;;;49007498@educa.jcyl.es;http://cralosalmendros.centros.educa.jcyl.es;-5,41191;41,34432;S;N;N;S;N;N;
2014;37009489;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS ARAPILES;CALLE;CALLE;BARRIO NUEVO;4;;;;;;37;23;1;SALAMANCA;ALDEATEJADA;ALDEATEJADA;37187;923341179;;;37009489@educa.jcyl.es;http://cralosarapiles.centros.educa.jcyl.es;-5,6938;40,92046;S;N;N;S;N;S;
2014;37009660;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS ARRIBES;CALLE;CALLE;ERAS;;S/N;;;;;37;364;2;SALAMANCA;VILLARINO DE LOS AIRES;VILLARINO DE LA AIRES;37160;923573165;923573165;;37009660@educa.jcyl.es;;-6,46571;41,26821;S;N;N;S;N;N;
2014;37001739;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS CARRASCALES;CRA.;CARRETERA;DE VILLALBA;;S/N;;;;;37;187;8;SALAMANCA;MATILLA DE LOS CAÑOS DEL RIO;MATILLA DE LOS CAÑOS DEL RIO;37450;923382302;923382302;;37001739@educa.jcyl.es;http://craloscarrascales.centros.educa.jcyl.es;-5,94568;40,82299;S;N;N;S;S;S;
2014;37009611;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS CEREZOS;CALLE;CALLE;PERENAL;;S/N;;;;;37;313;1;SALAMANCA;SOTOSERRANO;SOTOSERRANO;37657;923422154;923422154;;37009611@educa.jcyl.es;http://craloscerezos.centros.educa.jcyl.es;-6,03124;40,43512;S;N;N;S;N;N;
2014;05005966;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS FRESNOS;AV.;AVENIDA;JOSÉ ANTONIO;30;;;;;;5;76;1;AVILA;FRESNO (EL);FRESNO (EL);5197;920081542;920081542;;05005966@educa.jcyl.es;http://cralosfresnos.centros.educa.jcyl.es;-4,7489;40,61585;S;N;N;S;N;N;
2014;37009507;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS GIRASOLES;CALLE;CALLE;ESCUELAS;9;;;;;;37;69;2;SALAMANCA;CALVARRASA DE ABAJO;CALVARRASA DE ABAJO;37181;923306000;923306000;;37009507@educa.jcyl.es;http://cralosgirasoles.centros.educa.jcyl.es;-5,55354;40,94755;S;N;N;S;S;S;
2014;37009581;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS JARALES;CALLE;CALLE;COSTANILLA;;S/N;;;;;37;287;1;SALAMANCA;SAN MIGUEL DE VALERO;SAN MIGUEL DE VALERO;37763;923415765;923415767;;37009581@educa.jcyl.es;;-5,92168;40,54076;S;N;N;N;N;N;
2014;40004920;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS LLANOS;PZ.;PLAZA;DE SAN PEDRO;3;;;;;;40;216;1;SEGOVIA;VALVERDE DEL MAJANO;VALVERDE DEL MAJANO;40140;921490111;921490111;;40004920@educa.jcyl.es;http://cralosllanos.centros.educa.jcyl.es;-4,23422;40,9572;S;N;N;S;S;S;
2014;05006031;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS REGAJALES;CALLE;CALLE;NUEVA;;S/N;;;;;5;152;2;AVILA;NAVA DE AREVALO;NAVA DE AREVALO;5216;920314278;;;05006031@educa.jcyl.es;http://cralosregajales.centros.educa.jcyl.es;-4,77483;40,97441;S;N;N;S;N;N;
2014;37009878;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS ROBLES;CRA.;CARRETERA;DE SANCHOTELLO;;S/N;;;;;37;171;1;SALAMANCA;LEDRADA;LEDRADA;37730;923591247;923591247;;37009878@educa.jcyl.es;http://cralosrobles.centros.educa.jcyl.es;-5,70853;40,49807;S;N;N;S;S;S;
2014;24018106;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA LOS TRES VALLES;CALLE;CALLE;LA CARRETERA;;S/N;;;;;24;187;4;LEON;VALDEVIMBRE;VALDEVIMBRE;24230;987304166;;;24018106@educa.jcyl.es;;-5,62178;42,42026;S;N;N;S;N;N;
2014;24018179;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MAESTRO EMILIO ALONSO;CALLE;CALLE;LAS ESCUELAS;15;;;;;;24;61;5;LEON;CUADROS;LORENZANA;24122;987580090;987580090;;24018179@educa.jcyl.es;http://cpmaestroemilioalonso.centros.educa.jcyl.es;-5,63312;42,66823;S;N;N;S;S;S;
2014;24018507;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MARCIAL ÁLVAREZ CELA;CRA.;CARRETERA;DE BARJAS;;S/N;;;;;24;198;22;LEON;VEGA DE VALCARCE;VEGA DE VALCARCE;24520;987543111;987543111;;24018507@educa.jcyl.es;http://cramarcialalvarezcela.centros.educa.jcyl.es;-6,94699;42,66342;S;N;N;N;S;S;
2014;37009441;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MARÍA MAGDALENA;CALLE;CALLE;ESCUELAS;7;;;;;;37;65;1;SALAMANCA;CABEZA DEL CABALLO;CABEZA DEL CABALLO;37214;923522665;;;37009441@educa.jcyl.es;http://cpmariamagdalena.centros.educa.jcyl.es;-6,55081;41,16394;S;N;N;N;N;N;
2014;05002722;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MIGUEL DELIBES;AV.;AVENIDA;DE CONCENTRACION PARCELARIA;;;;;;;5;128;1;AVILA;MINGORRIA;MINGORRIA;5280;920200319;920200319;;05002722@educa.jcyl.es;http://cramigueldelibes.centros.educa.jcyl.es;-4,66404;40,7502;S;N;N;S;N;N;
2014;09008743;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MONTEARLANZA;CALLE;CALLE;DEL TERCIO;;S/N;;;;;9;442;1;BURGOS;VILLALMANZO;VILLALMANZO;9390;947171038;947171038;;09008743@educa.jcyl.es;http://cramontearlanza.centros.educa.jcyl.es;-3,74063;42,04878;S;N;N;N;N;N;
2014;05006090;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA MORAÑA BAJA;CALLE;CALLE;LA LARGA;16;;;;;;5;117;1;AVILA;MAMBLAS;MAMBLAS;5298;920310175;920321309;;05006090@educa.jcyl.es;http://cramoranabaja.centros.educa.jcyl.es;-5,0129;41,01862;S;N;N;S;N;N;
2014;05006144;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA NAVAS DEL ALBERCHE;PZ.;PLAZA;CHICA;;S/N;;;;;5;158;1;AVILA;NAVALMORAL;NAVALMORAL;5112;920280347;;;05006144@educa.jcyl.es;http://cranavasdelalberche.centros.educa.jcyl.es;-4,76671;40,45986;S;N;N;S;N;N;
2014;49007361;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA NUEZ DE ALISTE;CALLE;CALLE;LAS ERAS;;S/N;;;;;49;223;2;ZAMORA;TRABAZOS;NUEZ;49516;980681242;;;49007361@educa.jcyl.es;http://cranuezdealiste.centros.educa.jcyl.es;-6,51531;41,77597;S;N;N;S;N;N;
2014;47007252;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PADRE HOYOS;CRA.;CARRETERA;DE VILLASEXMIR;;S/N;;;;;47;171;2;VALLADOLID;TORRELOBATON;TORRELOBATON;47134;983563579;983563579;;47007252@educa.jcyl.es;http://crapadrehoyos.centros.educa.jcyl.es;-5,02803;41,6488;S;N;N;N;S;S;
2014;37009556;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PEÑA DE FRANCIA;CALLE;CALLE;RUA;14;;;;;;37;177;1;SALAMANCA;MAILLO (EL);MAILLO (EL);37621;923485509;923485509;;37009556@educa.jcyl.es;http://crapenadefrancia.centros.educa.jcyl.es;-6,1814;40,56556;S;N;N;S;N;N;
2014;37009431;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PÉREZ VILLANUEVA;CALLE;CALLE;LAS ESCUELAS;16;;;;;;37;44;1;SALAMANCA;BARRUECOPARDO;BARRUECOPARDO;37255;923507177;923507177;;37009431@educa.jcyl.es;http://craperezvillanueva.centros.educa.jcyl.es;-6,66393;41,07349;S;N;N;S;S;S;
2014;42003840;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PINAR GRANDE;CALLE;CALLE;CARRETAS;4;;;;;;42;129;1;SORIA;NAVALENO;NAVALENO;42149;975374164;975374164;;42003840@educa.jcyl.es;http://crapinargrande.centros.educa.jcyl.es;-3,00464;41,83704;S;N;N;N;S;N;
2014;42003852;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PINARES ALTOS;CALLE;CALLE;LUENGA;;S/N;;;;;42;215;3;SORIA;VINUESA;VINUESA;42150;975377401;;;42003852@educa.jcyl.es;http://crapinaresaltos.centros.educa.jcyl.es;-2,76428;41,91191;S;N;N;N;S;S;
2014;42003827;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA PINARES SUR;CALLE;CALLE;MAYOR;;S/N;;;;;42;55;1;SORIA;CASAREJOS;CASAREJOS;42148;975372123;;;42003827@educa.jcyl.es;http://crapinaressur.centros.educa.jcyl.es;-3,03176;41,79679;S;N;N;N;S;S;
2014;40004831;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RETAMA;CRA.;CARRETERA;DE CUÉLLAR;;S/N;;;;;40;65;1;SEGOVIA;CHAÑE;CHAÑE;40216;921155919;921155919;;40004831@educa.jcyl.es;http://craretama.centros.educa.jcyl.es;-4,36504;41,31138;S;N;N;S;N;N;
2014;40004919;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA REYES CATÓLICOS;CRA.;CARRETERA;SEGOVIA;25;;;;;;40;208;5;SEGOVIA;TUREGANO;TUREGANO;40370;921500160;921500160;;40004919@educa.jcyl.es;http://crareyescatolicos.centros.educa.jcyl.es;-4,00676;41,15431;S;N;N;S;S;S;
2014;37009829;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RIBERA DE CAÑEDO;CALLE;CALLE;CAMINO DEL POZO;22;;;;;;37;73;1;SALAMANCA;CALZADA DE VALDUNCIEL;CALZADA DE VALDUNCIEL;37797;923310019;923310019;;37009829@educa.jcyl.es;http://crariberadecanedo.centros.educa.jcyl.es/;-5,69938;41,08556;S;N;N;S;S;S;
2014;47007227;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RIBERA DEL DUERO;CRA.;CARRETERA;DE SORIA;;S/N;;;;;47;129;1;VALLADOLID;QUINTANILLA DE ONESIMO;QUINTANILLA DE ONESIMO;47350;983680423;983680423;;47007227@educa.jcyl.es;http://crariberadelduero.centros.educa.jcyl.es;-4,35578;41,62638;S;N;N;S;N;N;
2014;24018465;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RIBERA DEL PORMA;CALLE;CALLE;LOS PALOMARES;1;;;;;;24;175;9;LEON;VALDEFRESNO;SANTIBAÑEZ DE PORMA;24156;987319037;987319037;;24018465@educa.jcyl.es;http://crariberadelporma.centros.educa.jcyl.es;-5,43024;42,58394;S;N;N;S;N;N;
2014;09008755;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RIBERDUERO;CALLE;CALLE;SENDA VALDECAÑAS;34;;;;;;9;141;1;BURGOS;FUENTESPINA;FUENTESPINA;9471;947507455;947507455;;09008755@educa.jcyl.es;http://crariberduero.centros.educa.jcyl.es;-3,68619;41,63168;S;N;N;N;S;N;
2014;37009659;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RÍO ÁGUEDA;CALLE;CALLE;RODRÍGUEZ ALMEIDA;45;;;;;;37;357;1;SALAMANCA;VILLAR DE CIERVO;VILLAR DE CIERVO;37486;923488168;923488168;;37009659@educa.jcyl.es;http://crarioagueda.centros.educa.jcyl.es;-6,73908;40,73758;S;N;N;S;N;N;
2014;47007321;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RÍO ERESMA;CALLE;CALLE;ESCUELAS;;S/N;;;;;47;82;1;VALLADOLID;MATAPOZUELOS;MATAPOZUELOS;47230;983832712;983832712;;47007321@educa.jcyl.es;http://crarioeresma.centros.educa.jcyl.es;-4,78948;41,41254;S;N;N;S;N;N;
2014;42003797;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RÍO IZANA;CALLE;CALLE;LAS ESCUELAS;1;;;;;;42;144;8;SORIA;QUINTANA REDONDA;QUINTANA REDONDA;42291;975308396;975308396;;42003797@educa.jcyl.es;http://crarioizana.centros.educa.jcyl.es;-2,61623;41,63881;S;N;N;N;S;S;
2014;37009672;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RÍO YELTES;CALLE;CALLE;CABALLEROS;78;;;;;;37;373;1;SALAMANCA;VILLAVIEJA DE YELTES;VILLAVIEJA DE YELTES;37260;923519127;923519127;;37009672@educa.jcyl.es;http://crarioyeltes.centros.educa.jcyl.es;-6,46504;40,87519;S;N;N;S;S;S;
2014;09008718;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA ROSA CHACEL;CALLE;CALLE;ZONA RESIDENCIAL PILAR HIDALGO;;S/N;;;;;9;413;18;BURGOS;VALLE DE VALDEBEZANA;SONCILLO;9572;947153040;947153040;;09008718@educa.jcyl.es;http://crarosachacel.centros.educa.jcyl.es;-3,78647;42,96974;S;N;N;N;S;S;
2014;37004984;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RUTA DE LA PLATA;CRA.;CARRETERA;NUEVA;27;;;;;;37;263;1;SALAMANCA;PUERTO DE BEJAR;PUERTO DE BEJAR;37720;923414078;923414078;;37004984@educa.jcyl.es;http://cra-rutadelaplata.centros.educa.jcyl.es;-5,84022;40,35046;S;N;N;S;N;S;
2014;24018064;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA RUTA DE LA PLATA;CALLE;CALLE;REAL;57;;;;;;24;221;2;LEON;VILLAQUEJIDA;VILLAQUEJIDA;24235;987774451;;;24018064@educa.jcyl.es;http://crarutadelaplata.centros.educa.jcyl.es;-5,5979;42,14447;S;N;N;S;N;N;
2014;40004993;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SAN ISIDRO;CALLE;CALLE;CALLA LA IGLESIA;16;;;;;;40;189;2;SEGOVIA;SANTIUSTE DE SAN JUAN BAUTISTA;SANTIUSTE DE SAN JUAN BAUTISTA;40460;921596282;921596282;;40004993@educa.jcyl.es;http://crasanisidro.centros.educa.jcyl.es;-4,57384;41,15717;S;N;N;S;N;N;
2014;49007279;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SAN PELAYO;CALLE;CALLE;DOMINGO VICENTE;;S/N;;;;;49;128;1;ZAMORA;MORALES DE REY;MORALES DE REY;49693;980651312;980651312;;49007279@educa.jcyl.es;http://crasanpelayo.centros.educa.jcyl.es;-5,79201;42,0683;S;N;N;S;S;S;
2014;24018477;A;ALTA;1;PÚBLICO;12;COLEGIO DE EDUCACION PRIMARIA;CEIP;CRA SANTA ANA;CALLE;CALLE;PROSILLO;;S/N;;;;;24;16;7;LEON;BENUZA;SILVAN;24388;987452665;;;24018477@educa.jcyl.es;http://crasantana.centros.educa.jcyl.es;-6,67351;42,33487;S;N;N;S;N;S;
2014;24012025;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SANTA BÁRBARA;AV.;AVENIDA;SANTA BÁRBARA;;S/N;;;;;24;170;11;LEON;TORRE DEL BIERZO;TORRE DEL BIERZO;24370;987536114;;;24012025@educa.jcyl.es;http://cpsantabarbara.centros.educa.jcyl.es;-6,32224;42,59517;S;N;N;N;S;S;
2014;24018337;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SANTA BÁRBARA;PZ.;PLAZA;DE LAS COLOMINAS;;S/N;;;;;24;137;2;LEON;SABERO;OLLEROS DE SABERO;24811;987718388;987703033;;24018337@educa.jcyl.es;http://crasantabarbara.centros.educa.jcyl.es;-5,18045;42,83004;S;N;N;S;S;S;
2014;05006077;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SANTA TERESA;CALLE;CALLE;CAMINO DE VITA;8;;;;;;5;65;1;AVILA;CRESPOS;CRESPOS;5300;920244015;920244015;;05006077@educa.jcyl.es;http://crasantateresa.centros.educa.jcyl.es;-4,97116;40,86957;S;N;N;S;N;S;
2014;09008779;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SIERRA DE PINARES;CALLE;CALLE;BO. SAN ROQUE;;S/N;;;;;9;425;1;BURGOS;VILVIESTRE DEL PINAR;VILVIESTRE DEL PINAR;9690;947390715;947390715;;09008779@educa.jcyl.es;http://crasierradepinares.centros.educa.jcyl.es;-3,07564;41,95145;S;N;N;N;N;N;
2014;09008573;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA SIGLO XXI;AV.;AVENIDA;ARANDA DE DUERO;24;;;;;;9;369;2;BURGOS;SOTILLO DE LA RIBERA;SOTILLO DE LA RIBERA;9441;947532425;947532425;;09008573@educa.jcyl.es;http://crasiglo21.centros.educa.jcyl.es;-3,82633;41,77582;S;N;N;S;N;N;
