Fichero actualizado a fecha: 2014-10-19 14:41:17
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Museo Parroquial - Provincial de Santa María";;;"Museo Parroquial Santa María. 34310 Becerril de Campos (Palencia)";"Museo Parroquial Santa María.";"34310";"Becerril de Campos";"1179298064356";;"979 833368";"979 834088";;;"http://www.palencia.com-MuseoSantaMariaBecerril";"42.109079958593355#-4.641079902648926#94";;"Palencia";"1260887608045";1261040331318;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040331318/DirectorioPadre";
"Museo General San Martín";;;"C/ Solana, 27. 34309 Cervatos de la Cueza (Palencia)";"C/ Solana, 27.";"34309";"Cervatos de la Cueza";"1179298073394";;"979 883006";"979 883006";;"ayto-cervatos@dip-palencia.es";;"42.290103917504474#-4.76757287979126#94";;"Palencia";"1260887608045";1261040337790;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261040337790/DirectorioPadre";
"Museo Monográfico de la Villa romana de la Olmeda";;;"Iglesia de San Pedro. Plaza de San Pedro s/n . 34100 Saldaña (Palencia)";"Iglesia de San Pedro. Plaza de San Pedro s/n.";"34100";"Saldaña";"1179298116853";;"610 260 832";;;"info@villaromanalaolmeda.com";"http://www.villaromanalaolmeda.com";"42.52405222281225#-4.735193252563477#94";"<p>En &eacute;l se pueden visitar los restos arqueol&oacute;gicos de la villa romana de La Olmeda y su necr&oacute;polis (excavaciones iniciadas en 1969).</p>
<p>Museo tardorromano con magn&iacute;ficos mosaicos, como el de Aquiles en Skyros.</p>
<p>Tambi&eacute;n debe visitarse la villa romana de Quintanilla de la Cueza, con los mosaicos de las Cuatro Estaciones, Leda y el Cisne y Los Peces.</p>";"Palencia";"1260887608045";1261041289760;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041289760/DirectorioPadre";
"Centro Temático del Palomar";;;"C/ Mayor, 8. 34490 Santoyo (Palencia)";"C/ Mayor, 8.";"34490";"Santoyo";"1179298125800";;"616475307";;"979 810702";"ayto-santoyo@dip-palencia.es";"http://www.santoyo.es";"42.20784268687924#-4.357280731201172#100";;"Palencia";"1260887608045";1261041291661;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041291661/DirectorioPadre";
"Museo de Arte Sacro de Carrión de los Condes";;;"Iglesia de Santiago. C/ José Antonio, 2. 34120 Carrión de los Condes (Palencia)";"Iglesia de Santiago. C/ José Antonio, 2.";"34120";"Carrión de los Condes";"1179298069830";;"979 880072 - 686749219";;;;;"42.3383559910818#-4.603700637817383#94";"<p>Templo de origen rom&aacute;nico donde se puede apreciar una importante muestra de este arte.</p>";"Palencia";"1260887608045";1262860374148;20130603;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1262860374148/DirectorioPadre";
"Museo Iglesia de Santa María";;;;"Iglesia de Santa María. Pza. de Santa María, s/n.";"34310";"Becerril de Campos";"1179298064356";;"979 834 088 / 979 833 368";;;;;"42.110935#-4.641436#88";"Horario:<br /><br />De martes a domingo: de 11 a 13.30 hrs. y 17 a 20 hrs.<br />Lunes: cerrado<br /><br /> <br />En su interior podemos contemplar: tablas de Berruguete; obras de Juan de Juni, Alejo de Vahía y Valmaseda. El tríptico de la Virgen con el Niño de Juan de Flandes. Además de orfebrería, ropas y ornamentos sagrados.";"Palencia";"1260887608045";1284236153737;20130528;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236153737/DirectorioPadre";
"Museo Parroquial de Villalcazar de Sirga. Iglesia Santa María la Blanca";;;;"Plaza Mayor";"34448";"Villalcázar de Sirga";"1179298136948";;"979 888076";;;;;"42.31578#-4.5432296#88";"<p>La parroquia de Santa Mar&iacute;a la Blanca (s. XIII), es considerada un singular monumento, cuyo&nbsp;majestuoso p&oacute;rtico, ornado de escultura, y sus magn&iacute;ficos sepulcros, le convierten en un espl&eacute;ndido museo de escultura medieval.&nbsp;</p>";"Palencia";"1260887608045";1284236155727;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236155727/DirectorioPadre";
"Aula de Arqueología de Herrera de Pisuerga";;;;"Avda. Eusebio Salvador Merino";"34400";"Herrera de Pisuerga";"1179298086424";;"979 130 519 / 667 642 110";;;;"http://www.herreradepisuerga.org/";"42.592323#-4.3311586#88";"<p>Con un concepto expositivo moderno y din&aacute;mico, el aula de arqueolog&iacute;a de Herrera de Pisuerga reproduce el mundo militar romano y nos acerca a la forma de vida de la IIII Legio Maced&oacute;nica, que situ&oacute; su campamento en Herrera de Pisuerga hacia el a&ntilde;o 19 a.c. hasta el 39 d.c.</p>
<p>&nbsp;</p>";"Palencia";"1260887608045";1284236168060;20130508;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236168060/DirectorioPadre";
"Museo de Arte Contemporáneo";;;;"Callejón de Santiago, s/n";"34120";"Carrión de los Condes";"1179298069830";;"979 880 932";;;;"http://carriondeloscondes.es/";"42.33822513694969#-4.603244662284851#94";;"Palencia";"1260887608045";1284260236308;20130529;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284260236308/DirectorioPadre";
"Museo de Salamanca";;"Director: Alberto Bescós Corral";"-, Plaza Patio Escuelas, 2. 37008 Salamanca (Salamanca)";"Plaza Patio Escuelas, 2.";"37008";"Salamanca";"1179298323669";;"923 212235";"923 263765";;"museo.salamanca.deac@jcyl.es (Didáctica), museo.salamanca@jcyl.es";"http://www.museoscastillayleon.jcyl.es/museodesalamanca";"40.96176051762559#-5.667802691459656#112";;"Salamanca";"1260887608341";1261041293433;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041293433/DirectorioPadre";
"Museo de Historia de la Automoción";;;"Plaza Mercado Viejo s/n. 37008 Salamanca (Salamanca)";"Plaza Mercado Viejo s/n.";"37008";"Salamanca";"1179298323669";;"923 260293";;;"mjgonzalez@museoautomocion.com";"http://www.museoautomocion.com";"40.95899772852605#-5.666842460632324#88";"<p>A trav&eacute;s de su&nbsp;exposici&oacute;n permanente, se&nbsp;muestra la evoluci&oacute;n del autom&oacute;vil. Cuenta con&nbsp;exposiciones tem&aacute;ticas temporales y exposiciones temporales de acompa&ntilde;amiento, analizando la evoluci&oacute;n del dise&ntilde;o industrial mediante diferentes colecciones de objetos, como c&aacute;maras de fotos, etc. Los fondos del museo estan formados por m&aacute;s de 200 veh&iacute;culos. Adem&aacute;s cuenta con una biblioteca con m&aacute;s de 3.000 vol&uacute;menes y cerca de 5.000.000 de documentos.<br />
&nbsp;</p>";"Salamanca";"1260887608341";1261041296637;20130524;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041296637/DirectorioPadre";
"Museo Conventual de Santa Clara";;;"C/ Santa Clara, 2, 3700 Salamanca (Salamanca)";"C/ Santa Clara, 2.";"37001";"Salamanca";"1179298323669";;"923 269 623";;;;;"40.96230333942716#-5.660533905029297#88";"<p>Este museo&nbsp;alberga interesantes muestras de arte religioso de los siglos XIII al XVI. Ofrece una colecci&oacute;n &uacute;nica de pinturas murales de los ss. XIII al XVI, medallones en relieve del s. XVI, artesonados de los ss. XIV, XV y XVI, e im&aacute;genes y lienzos de diferentes &eacute;pocas.</p>";"Salamanca";"1260887608341";1261041314213;20130522;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041314213/DirectorioPadre";
"Museo Municipal de Escultura Mateo Hernández";;;"Plaza Martín Mateos s/n. 37700 Béjar (Salamanca)";"Plaza Martín Mateos s/n.";"37700";"Béjar";"1179298197469";;"923 400738";;;"museos@aytobejar.com";;"40.38739990352849#-5.770697593688965#94";;"Salamanca";"1260887608341";1261041328099;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041328099/DirectorioPadre";
"Museo Judío David Melul";;;"C/ Los Curas, 28. 37700 Béjar (Salamanca)";"C/ Los Curas, 28.";"37700";"Béjar";"1179298197469";;"923 410539";;;"anabamat@yahoo.es";"http://www.museojudiobejar.com";"40.388527622999476#-5.775353908538818#94";;"Salamanca";"1260887608341";1261041332100;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041332100/DirectorioPadre";
"Centro de Interpretación del Castaño";;;"Avenida de Salamanca, 1. 37727 Montemayor del Río. (Salamanca)";"Avenida de Salamanca, 1.";"37727";"Montemayor del Río";"1179298290564";;"923 431151";;;;;"40.3473945137987#-5.896139144897461#94";;"Salamanca";"1260887608341";1261041345466;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041345466/DirectorioPadre";
"Museo de las Carmelitas";;;"Convento de la Encarnación. C/ Nuestra Señora, 73. 37300 Peñaranda de Bracamonte (Salamanca)";"Convento de la Encarnación. C/ Nuestra Señora, 73.";"37300";"Peñaranda de Bracamonte";"1179298309252";;"923 540288";;;;;"40.90042533859549#-5.201168060302734#94";"<p>Se halla instalado en el Convento de la Encarnaci&oacute;n, obra barroca fundada en el siglo XVII por Don Gaspar de Bracamonte, Conde de Pe&ntilde;aranda y Virrey de N&aacute;poles, y realizada por Fray Juan de San Jos&eacute;. Alberga el conjunto pict&oacute;rico italiano del siglo XVII m&aacute;s importante de toda la regi&oacute;n.</p>
<p>Podemos observar obras se&ntilde;eras de la pintura barroca italiana de la Escuela de Venecia, como el descendimiento de Cristo de J. Bassano; de la Escuela Bolo&ntilde;esa, La Coronaci&oacute;n de la Virgen de Guido Reni; de la Escuela Napolitana, con obras de Andrea Vaccaro o las espl&eacute;ndidas telas de Lucas Jord&aacute;n y otras no menos bellas, de las Escuelas Romana y Florentina.<br />
Los artistas nacionales de la &eacute;poca est&aacute;n magn&iacute;ficamente representados en la pinacoteca del convento con obras de gran calidad de autores tales como, Jos&eacute; Garc&iacute;a Hidalgo, el murciano Lorenzo Vila, Alonso del Arco, o el vallisoletano D&iacute;ez Ferreras.</p>
<p>Los amantes de las llamadas artes menores encontrar&aacute;n en esta muestra motivo de regocijo. Obras de gran belleza se conservan en el convento gracias al taller de los orfebres Garc&iacute;a Crespo, que trabajaron casi en exclusiva para &eacute;l.</p>
<p>No pod&iacute;an faltar obras italianas tra&iacute;das por el fundador, como la rica colecci&oacute;n de bronces de la que destacan un espl&eacute;ndido calvario llamado el Oratorio del Conde, las urnas conteniendo reliquias de santos que se conservan en la Capilla del Loreto, un llamativo y espectacular relicario, quiz&aacute;s siciliano.</p>
<p>Llamativas por ser casi &uacute;nicas en su g&eacute;nero son Las Postrimerias, una pieza de caoba en forma de cruz con hornacinas, en las que en una extraordinaria labor de modelado en cera se representan la Muerte, el Purgatorio, el Para&iacute;so, el Infierno y el Limbo. <br />
El fondo del convento se completa con un grupo de esculturas en madera policromada en l&iacute;nea con las de Gregorio Fern&aacute;ndez, marfiles, relicarios, mobiliario castellano, cer&aacute;mica de Talavera, ricos bordados y, en fin, todos los objetos que han ido formando el patrimonio conventual a lo largo de los m&aacute;s de trescientos a&ntilde;os de su existencia.</p>";"Salamanca";"1260887608341";1261041360681;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041360681/DirectorioPadre";
"Centro de Interpretación del Bajo Tormes (Monleras)";;"Maite del Arco (Gestión y Coordinación)";;"C/ Valentín Iglesias, 56";"37171";"Monleras";"1179298289802";;"923 089 012";"923 575 001";;"lapaneracinterp@gmail.com";"www.monleras.es";"41.184467835598596#-6.226136684417725#94";;"Salamanca";"1260887608341";1284347150075;20140715;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284347150075/DirectorioPadre";
"Aula Arqueológica de Aguilafuente";;;"Iglesia de San Juan Bautista. C/ San Juan s/n. 40340 Aguilafuente (Segovia)";"Iglesia de San Juan Bautista. C/ San Juan s/n.";"40340";"Aguilafuente";"1179298405758";;"921 572038";"921 572038";;"aguilafuente@interbook.net";"http://www.aguilafuenteweb.com/aularqueo/";"41.22548934152779#-4.112834930419922#94";"<p>Tratando de divulgar todos los conocimientos cient&iacute;ficos obtenidos durante las excavaciones que concluyeron en 1972, se crea casi treinta a&ntilde;os despu&eacute;s el Aula Arqueol&oacute;gica. El espacio expositivo se encuentra ubicado en la iglesia de San Juan Bautista, edificio rom&aacute;nico correspondiente a finales del siglo XI y rehabilitado en varias fases durante los a&ntilde;os 90 para convertirse finalmente en el marco de acogida de este nuevo recurso tur&iacute;stico y cultural. <br />
El Ayuntamiento de Aguilafuente y la Junta de Castilla y Le&oacute;n establecieron en el a&ntilde;o 2000 un convenio para crear, como en algunas otras localidades con restos arqueol&oacute;gicos, un Aula de Arqueolog&iacute;a en el que se muestren de una manera rigurosa y cient&iacute;fica, pero a la vez amena y did&aacute;ctica, todos los pormenores de la vida en una villa romana bajo imperial. Tras los pertinentes trabajos de ejecuci&oacute;n el Aula se abri&oacute; al p&uacute;blico en octubre de 2001.</p>
<p>Se encuentra estructurada en 11 secciones que van introduciendo al visitante en el mundo romano bajo imperial y el posterior periodo visigodo, todo ello aderezado con la utilizaci&oacute;n de medios audiovisuales, ordenadores, proyecciones y replicas de los objetos encontrados durante las campa&ntilde;as de excavaci&oacute;n. Adem&aacute;s se pueden contemplar los mosaicos romanos originales que se extrajeron de la villa durante las excavaciones.</p>
<p>El recorrido comienza desde un imaginario t&uacute;nel del tiempo que nos retrotrae a trav&eacute;s de diferentes hitos hist&oacute;ricos desde el siglo XXI hasta el IV. Tras este viaje temporal, entramos de lleno en el mundo de las villae rusticae, las villas rusticas romanas, grandes propiedades que pose&iacute;an vastos latifundios agr&iacute;colas. Proliferaron desde el siglo I hasta el final del Imperio Romano, alcanzando su m&aacute;ximo apogeo en los siglos III y IV. Conoceremos como estaban decoradas, que caracter&iacute;sticas de ubicaci&oacute;n eran las m&aacute;s usuales, incluyendo incluso pasajes de los tratadistas de arquitectura romana y agr&oacute;nomos m&aacute;s conocidos, como Vitrubio o Columela. El visitante tambi&eacute;n tendr&aacute; informaci&oacute;n de primera mano sobre los talleres de artistas que<br />
se encargaban de la decoraci&oacute;n musivaria y pict&oacute;rica.</p>
<p>Horario:<br />
De abril a septiembre inclusive: todos los d&iacute;as de 10:00 a 14:00 hrs y de 16:00 a 20:00 hrs.<br />
De octubre a marzo: todos los d&iacute;as de 11:00 a 14:00 hrs. y de 16:00 a 18:00 hrs.</p>";"Segovia";"1260887608415";1261041387078;20130430;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041387078/DirectorioPadre";
"Museo del Vidrio. Real Fábrica de Cristales de la Granja";;;"Real Fábrica de Cristales de la Granja. Paseo del Pocillo, 1. 40100 La Granja de San Ildefonso (Segovia)";"Real Fábrica de Cristales de la Granja. Paseo del Pocillo, 1.";"40100";"San Ildefonso";"1179298554631";;"921 010700";"921 010701";;;"http://www.fcnv.es";"40.90336086749316#-4.006555080413818#94";"<p>La Real F&aacute;brica de Cristales de la Granja es un rect&aacute;ngulo de m&aacute;s de 25.000 metros cuadrados de superficie, que aloja en su interior un conjunto de diversas construcciones. Este edificio, levantado en 1770 por Carlos III, con planos del maestro aparejador real Jos&eacute; D&iacute;az Gamones, y aportaciones del arquitecto Juan de Villanueva, est&aacute; construido con mamposter&iacute;a de granito para los muros y f&aacute;brica, y de ladrillo para las b&oacute;vedas y c&uacute;pulas. Destaca la Nave de Hornos, con dos c&uacute;pulas sobre pechinas y arcos de recocido abiertos a los lados.</p>
<p>Alberga normalmente exposiciones temporales y permanentes dedicadas al vidrio y a la t&eacute;cnica del soplado del mismo. M&aacute;quinas, utillaje, moldes, piezas hist&oacute;ricas y contempor&aacute;neas. En sus fondos permanentes podemos encontrar distintas secciones: Vidrio de La Granja (siglos XVIII y XIX); Vidrio Europeo (siglos XVI al XIX); Vidrio art&iacute;stico contempor&aacute;neo; Vidrio cient&iacute;fico, etc.</p>
<p>Durante el mes de agosto se ofrecen visitas guiadas. M&aacute;ximo 50 personas. &nbsp;</p>";"Segovia";"1260887608415";1261041388743;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041388743/DirectorioPadre";
"Palacio Real de Riofrío y Museo de Caza";"Artes Decorativas e Histórico.";;"Bosque de Riofrío. 40420 Navas de Riofrío (Segovia)";"Bosque de Riofrío.";"40420";"Navas de Riofrío";"1179298581822";;"921 470019, 921 470020";"921 471895";;"infogranja@patrimonionacional.es";"http://www.patrimonionacional.es";"40.87263678242494#-4.1521453857421875#82";;"Segovia";"1260887608415";1261041391961;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041391961/DirectorioPadre";
"Pinacoteca Contemporánea";;;"Plaza del Ayuntamiento s/n. 40152 Zarzuela del Monte (Segovia)";"Plaza del Ayuntamiento s/n.";"40152";"Zarzuela del Monte";"1179298580140";;"921 198435";;;;"http://www.museozarzuela.com";"40.80965978798286#-4.336509704589844#100";;"Segovia";"1260887608415";1261041406880;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041406880/DirectorioPadre";
"Centro de Interpretación del Parque Natural de Las Hoces del Río Duratón";;;;"Iglesia de Santiago. Conde de Sepúlveda, 30";"40300";"Sepúlveda";"1179298565408";;"921 540 586";;"921 540 588";;;"41.29744#-3.748865#88";"Horario:<br /><br />1 Octubre al 30 Junio <br />De L a V de 10:00 a 17:00 horas. <br />S, D y F de 10:00 a 18:00 horas. <br /><br />1 Julio al 30 Septiembre: <br />De L a D de 10:00 a 18:00 horas. <br /><br />Visitas en Grupos: Concertar la visita en el centro. <br />Horarios de visitas para grupos <br />De L a V a las 10:00, 11:30, 13:00 y 15:30 horas. <br />S, D y F a las 10:00 y 16:00 horas <br /><br />Museo ubicado en la Iglesia de Santiago, que durante mucho tiempo permaneció en ruinas. Hoy en día, ya restaurada, es la sede del Centro de Interpretación de la Naturaleza del Parque Natural de las Hoces del río Duratón.<br /><br />El espacio interior consta de una sola nave y un bello ábside de estilo mozárabe, con doble arquería, único en el pueblo. También cuenta con una cripta perteneciente a la primitiva iglesia.<br /><br />El museo está dedicado al estudio de la flora y fauna del parque natural de las Hoces del Río Duratón.";"Segovia";"1260887608415";1284236235794;20130603;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236235794/DirectorioPadre";
"Museo del Mar (Valsaín)";;;;"Ctra. de Segovia, 17";"40109";"Pradera de Navalhorno (La)";"1179298555535";;;;;;;"40.87925648143126#-4.018335342407227#88";"<p>Horario:&nbsp;Martes a S&aacute;bado de 11 a 18 horas.&nbsp;Domingos de 11,30 a 15 horas.</p>
<p>Precio de entrada: 1 &euro;</p>";"Segovia";"1260887608415";1284321807316;20140509;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1284321807316/DirectorioPadre";
"Museo San Juan de Duero (Sección Medieval del Museo Numantino de Soria)";;;"Monasterio San Juan de Duero. Paseo de las Ánimas s/n. 42005 Soria (Soria)";"Monasterio San Juan de Duero. Paseo de las Ánimas s/n.";"42005";"Soria";"1179469197687";;"975 230 218";"975 229 872";;"museo.soria@jcyl.es";"http://www.museoscastillayleon.jcyl.es/";"41.76903916540494#-2.454371452331543#88";"<p>Del monasterio primitivo se conservan su original claustro y la iglesia, en la que se exponen distintas piezas medievales de la provincia correspondientes a las culturas hebrea, isl&aacute;mica y cristiana, con especial atenci&oacute;n a la dispersi&oacute;n del estilo rom&aacute;nico en Soria.</p>";"Soria";"1260887608488";1261041409430;20130521;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041409430/DirectorioPadre";
"Museo del Cántaro";;;"Barrio de la Estación de Berlanga s/n. 42366 Bayubas de Abajo (Soria)";"Barrio de la Estación de Berlanga s/n.";"42366";"Bayubas de Arriba";"1179469121909";;"975 183609";;;;;"41.526411116971204#-2.8959274291992187#88";;"Soria";"1260887608488";1261041432064;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041432064/DirectorioPadre";
"Yacimiento-Museo de Ambrona (Anexo del Museo Numantino)";;;"42230 Ambrona (Soria)";"Ambrona";"42230";"Miño de Medinaceli";"1179469164837";;"975 221 397 - 975 221 428";"975 229 872";;"museo.soria@jcyl.es";;"41.16676624570446#-2.508358955383301#82";;"Soria";"1260887608488";1261041515418;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041515418/DirectorioPadre";
"Casa del Acebo";"Etnología y Antropología. Ciencias Naturales e Historia Natural";;"C/ Collado, 3 - 42161 Torrearévalo (Soria)";"C/ Collado, 3.";"42161";"Arévalo de la Sierra";"1179469118914";;"676 244166";;;"info@elacebarillo.com";"http://www.elacebarillo.com";"41.95899545153254#-2.3893332481384277#94";;"Soria";"1260887608488";1261041533917;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041533917/DirectorioPadre";
"Casa Museo de Cervantes";;;"C/ Rastro, 7. 47001 Valladolid (Valladolid)";"C/ Rastro, 7.";"47001";"Valladolid";"1179469311668";;"983 308810";"983 390703";;"informacion@mcervantes.mcu.es";"http://www.museocasacervantes.mcu.es";"41.648095904381314#-4.726524353027344#94";"<p>La casa, que acogi&oacute; a Miguel de Cervantes desde 1603 hasta 1606, fue constru&iacute;da por Don Juan de las Navas, un apoderado del Ayuntamiento. Cuenta con interesantes piezas de los siglos XVI y XVII que recrean el ambiente de la &eacute;poca en la que fue ocupada por el famoso escritor.</p>
<p>El edificio es de traza sencilla, fabricado en ladrillo. En su entorno, en los jardines, aparecen las portadas del Hospital de la Resurrecci&oacute;n, del siglo XVI, y del Monasterio de la Armedilla.</p>";"Valladolid";"1260887608561";1261041544193;20130520;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1261041544193/DirectorioPadre";
"Museo de Ciencias y Minerales";;;"Plaza Constitución, s/n. 47313 Cogeces del Monte (Valladolid)";"Plaza Constitución, s/n.";"47313";"Cogeces del Monte";"1179469248605";;"983 699033";;;;;"41.50986278208514#-4.316403865814209#94";;"Valladolid";"1260887608561";1261041568490;20130529;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041568490/DirectorioPadre";
"Museo Marienma";;;"Avda. Juan Carlos Domínguez, 9. 47420 Íscar (Valladolid)";"Avda. Juan Carlos Domínguez, 9.";"47420";"Iscar";"1179469259367";;"983 612703";;;;"http://www.museomariemma.com";"41.362943800301736#-4.523406028747559#94";;"Valladolid";"1260887608561";1261041579475;20130528;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041579475/DirectorioPadre";
"Museo del Pan";"Ciencia y Tecnología";;"Carretera de Sahagún 47, 47452 Mayorga (Valladolid)";"Carretera de Sahagún, 47.";"47452";"Mayorga";"1179469262536";;"983 751625";;;"museodelpan@dip-valladolid.es";"http://www.diputaciondevalladolid.es/museodelpan/";"42.168397442727986#-5.263051986694336#88";;"Valladolid";"1260887608561";1261041581351;20130527;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041581351/DirectorioPadre";
"Centro de Interpretación de la Ciudad";;;"Plaza de Ajújar, 1- 47800 Medina de Rioseco (Valladolid)";"Plaza de Ajújar, 1.";"47800";"Medina de Rioseco";"1179469264297";;"983 720319";;;;;"41.88230265299226#-5.038690567016602#100";;"Valladolid";"1260887608561";1261041592055;20130530;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041592055/DirectorioPadre";
"Museo del Pastor";;;"Ermita del Humilladero. Carretera Valladolid, s/n. 47816 Montealegre de Campos (Valladolid)";"Ermita del Humilladero. Carretera Valladolid, s/n.";"47816";"Montealegre de Campos";"1179469266681";;"983 718000";;;;;"41.89844397625825#-4.917755126953125#82";;"Valladolid";"1260887608561";1261041603288;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041603288/DirectorioPadre";
"Museo y Centro didáctico del Encaje de Castilla y León";;;"C/ Carnicerías, 6. 47100 Tordesillas (Valladolid)";"C/ Carnicerías, 6.";"47100";"Tordesillas";"1179469304512";;"983 796035";"983 796035";;"museo@museoencaje.com";"http://www.museoencaje.com";"41.50137811173191#-4.999508857727051#94";"<p>Instalado en una casona del siglo XVI ubicada en el casco hist&oacute;rico de Tordesillas, contiene piezas desde el siglo XVI hasta nuestros d&iacute;as. Es un original museo que contiene tanto labores textiles como utensilios relacionados con este arte. Cabe destacar su important&iacute;sima biblioteca especializada, compuesta por cerca de 8.000 vol&uacute;menes.</p>
<p>En el centro did&aacute;ctico se analizan y se estudian dise&ntilde;os, historia y t&eacute;cnicas de los encajes y bordados en general, profundizando en los hist&oacute;ricos castellano-leoneses de los siglos XVI y XVII.</p>";"Valladolid";"1260887608561";1261041621665;20130531;"http://www.museoscastillayleon.jcyl.es/web/jcyl/MuseosCastillayLeon/es/Plantilla100Detalle/1258100892610/_/1261041621665/DirectorioPadre";
"Museo del Dulce. Confiterías Cubero";"Confiterias Cubero. Titularidad privada";;;"C/ Pasión 7";"47001";"Valladolid";"1179469311668";;"983 356 077";;;;;"41.651478998364276#-4.729539155960083#88";"<p>Se pueden observar los monumentos mas representativos de la ciudad de Valladolid&nbsp;hechos en azucar y otros dulces.<br />
Su autor fue el maestro Enrique Cubero.</p>";"Valladolid";"1260887608561";1284236150782;20130613;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236150782/DirectorioPadre";
"Museo del Queso de Villalón de Campos";;;;"Avenida del Parque, 7.";"47600";"Villalón de Campos";"1179469323498";;"Oficina de Turismo de Villalon de Campos: 983 761 185";;;;"http://www.museodelqueso.es/";"42.096527#-5.0375495#88";"<p>Consta de 569 metrso cuadrados con espacios interactivos, paneles, audio y video.</p>";"Valladolid";"1260887608561";1284236151600;20130527;"http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284236151600/DirectorioPadre";
