INCIDENTID,TYPE,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140766483,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,NORTHERN,"ARREST, BOOKED",100.0 Block of FRANKLIN ST,POINT(37.7758389517112 -122.421041215727)
140795476,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,POINT(37.7724965522563 -122.465838183623)
140655591,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,SOUTHERN,NONE,3RD ST / BRYANT ST,POINT(37.7813210474665 -122.395848299154)
140756070,LARCENY_THEFT,GRAND THEFT PURSESNATCH,2014-12-29,CENTRAL,NONE,GEARY ST / POWELL ST,POINT(37.7873594949856 -122.408231026261)
140674977,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,BAYVIEW,"ARREST, CITED",PALOU AV / NEWHALL ST,POINT(37.7350382675337 -122.392779047703)
140825879,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,MISSION,NONE,1700.0 Block of 15TH ST,POINT(37.7665780801752 -122.423255917285)
140694668,ASSAULT,BATTERY,2014-12-29,NORTHERN,NONE,500.0 Block of WEBSTER ST,POINT(37.7751798140858 -122.429340425906)
140823061,ROBBERY,ATTEMPTED ROBBERY WITH A GUN,2014-12-29,TENDERLOIN,NONE,FULTON ST / HYDE ST,POINT(37.7797870676791 -122.415127837608)
146197250,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,200.0 Block of INTERSTATE80 HY,POINT(37.8170463264521 -122.370740926948)
140749451,DRUG_NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,2014-12-29,PARK,"ARREST, BOOKED",1800.0 Block of HAIGHT ST,POINT(37.7692495873264 -122.453086040614)
140717351,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,MISSION,NONE,CAPP ST / 23RD ST,POINT(37.7539026122164 -122.417508586687)
140783540,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,900.0 Block of FRANKLIN ST,POINT(37.7826958948608 -122.422426945029)
140711046,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,1000.0 Block of CHESTNUT ST,POINT(37.8029159032227 -122.420680880298)
140791399,WEAPON_LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,2014-12-29,BAYVIEW,"ARREST, BOOKED",1300.0 Block of FITZGERALD AV,POINT(37.7220812741116 -122.393181042962)
140820578,NON_CRIMINAL,COURTESY REPORT,2014-12-29,CENTRAL,UNFOUNDED,500.0 Block of MONTGOMERY ST,POINT(37.7943482504153 -122.403033604135)
146174941,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,30TH ST / WHITNEY ST,POINT(37.7420149845278 -122.427880202064)
140741742,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,MISSION,PSYCHOPATHIC CASE,800.0 Block of CAPP ST,POINT(37.7537182677055 -122.417533725499)
130124465,DRUG_NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,2014-12-29,BAYVIEW,"ARREST, BOOKED",KEITH ST / THOMAS AV,POINT(37.729353849274 -122.389421299039)
146174446,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,INGLESIDE,NONE,700.0 Block of CAYUGA AV,POINT(37.7259885897749 -122.437296791093)
140773143,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,RICHMOND,PSYCHOPATHIC CASE,200.0 Block of 3RD AV,POINT(37.7840409030989 -122.461234156136)
140663958,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,CENTRAL,NONE,HYDE ST / SUTTER ST,POINT(37.7881786971047 -122.4168291485)
146152759,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,POST ST / VANNESS AV,POINT(37.7866181601295 -122.421572274151)
146170541,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,LINDEN ST / GOUGH ST,POINT(37.7764166689757 -122.422886438229)
140750890,MISSING_PERSON,FOUND PERSON,2014-12-29,CENTRAL,PSYCHOPATHIC CASE,700.0 Block of VALLEJO ST,POINT(37.7985044620273 -122.409635572516)
140792535,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,CENTRAL,PSYCHOPATHIC CASE,VANNESS AV / NORTHPOINT ST,POINT(37.8050769933545 -122.425300930134)
140800780,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,PARK,"ARREST, BOOKED",700.0 Block of PAGE ST,POINT(37.7726241411443 -122.433633434994)
140709289,OTHER_OFFENSES,LOST/STOLEN LICENSE PLATE,2014-12-29,BAYVIEW,NONE,800.0 Block of DEHARO ST,POINT(37.7589089970071 -122.401174230595)
140702211,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,POINT(37.806341889211 -122.415435473094)
140785201,ARSON,ARSON,2014-12-29,SOUTHERN,PSYCHOPATHIC CASE,STILLMAN ST / 2ND ST,POINT(37.7835046150072 -122.394152747236)
140708366,LARCENY_THEFT,GRAND THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,100.0 Block of NATOMA ST,POINT(37.7872645787097 -122.398911282248)
146170109,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,BEACH ST / FILLMORE ST,POINT(37.8043572547131 -122.437046332542)
140706605,ASSAULT,THREATS AGAINST LIFE,2014-12-29,NORTHERN,NONE,1100.0 Block of TURK ST,POINT(37.7809008387551 -122.428693017215)
146190840,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,INGLESIDE,NONE,GATES ST / OGDEN AV,POINT(37.7359308676168 -122.414212050796)
146211587,OTHER_OFFENSES,OBSCENE PHONE CALLS(S),2014-12-29,TARAVAL,NONE,1200.0 Block of 20TH AV,POINT(37.7644399405852 -122.478215155749)
140814753,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,CENTRAL,NONE,2700.0 Block of TAYLOR ST,POINT(37.807949603834 -122.415613155583)
140717709,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,MISSION,NONE,2900.0 Block of CESAR CHAVEZ ST,POINT(37.7483135899762 -122.409061620124)
140731511,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,1000.0 Block of POINTLOBOS AV,POINT(37.7772029583892 -122.512538760234)
140738266,ROBBERY,ROBBERY OF A BANK WITH A GUN,2014-12-29,CENTRAL,NONE,0.0 Block of MONTGOMERY ST,POINT(37.788737168443 -122.402114180384)
146168687,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,MISSION,NONE,3300.0 Block of 17TH ST,POINT(37.7633432170214 -122.420417856154)
140793088,NON_CRIMINAL,LOST PROPERTY,2014-12-29,CENTRAL,NONE,STOCKTON ST / SUTTER ST,POINT(37.7894347630337 -122.406958660602)
140772026,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,NORTHERN,NONE,3000.0 Block of SCOTT ST,POINT(37.7978990785965 -122.440758141484)
140783255,WEAPON_LAWS,POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT,2014-12-29,CENTRAL,NONE,2500.0 Block of MASON ST,POINT(37.8065719416324 -122.413750662276)
146171997,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,NORTHERN,NONE,LAGUNA ST / GEARY BL,POINT(37.7849531241909 -122.427991151911)
140682077,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,1800.0 Block of OCEAN AV,POINT(37.7252335229683 -122.461995237826)
140804168,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,INGLESIDE,NONE,100.0 Block of SANTOS ST,POINT(37.7103383161081 -122.418901321843)
140694765,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,SOUTHERN,"ARREST, BOOKED",12TH ST / HOWARD ST,POINT(37.7717234974051 -122.416902807379)
146181225,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,POINT(37.7724965522563 -122.465838183623)
140750072,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,TARAVAL,NONE,32ND AV / IRVING ST,POINT(37.7629457326384 -122.49105209451)
140703598,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,100.0 Block of RUTLAND ST,POINT(37.7171634390178 -122.405508286131)
140763887,DRUG_NARCOTIC,SALE OF METH-AMPHETAMINE,2014-12-29,MISSION,NONE,19TH ST / POTRERO AV,POINT(37.7606618803019 -122.40706775926)
140804748,ASSAULT,THREATS AGAINST LIFE,2014-12-29,SOUTHERN,NONE,200.0 Block of 2ND ST,POINT(37.7855729396872 -122.396685282368)
140810701,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,BAYVIEW,"ARREST, BOOKED",FAIRFAX AV / 3RD ST,POINT(37.7418910564289 -122.388204239979)
140663889,LARCENY_THEFT,PETTY THEFT WITH PRIOR,2014-12-29,SOUTHERN,"ARREST, BOOKED",700.0 Block of MISSION ST,POINT(37.7846237669087 -122.403890223654)
140667803,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,TARAVAL,NONE,GREAT HWY / TARAVAL ST,POINT(37.7416713934362 -122.506864755163)
140677852,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,BAYVIEW,NONE,2700.0 Block of SAN BRUNO AV,POINT(37.7270828037527 -122.403414303678)
140724340,ASSAULT,THREATS AGAINST LIFE,2014-12-29,INGLESIDE,NONE,100.0 Block of ADDISON ST,POINT(37.7373362712315 -122.431917838516)
140785132,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TENDERLOIN,"ARREST, BOOKED",0.0 Block of GRANT AV,POINT(37.7872886162897 -122.40487775495)
140664752,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",2014-12-29,TARAVAL,NONE,0.0 Block of ROSEWOOD DR,POINT(37.7343573806345 -122.460604481231)
120687081,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",2014-12-29,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE,700.0 Block of MONTGOMERY ST,POINT(37.7956375768765 -122.403299967056)
140664069,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,300.0 Block of BEACH ST,POINT(37.8074092672378 -122.414821676232)
140797278,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,SOUTHERN,"ARREST, CITED",800.0 Block of MARKET ST,POINT(37.7847532835996 -122.407036790381)
140638644,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,CENTRAL,NONE,800.0 Block of JONES ST,POINT(37.7888748647107 -122.413557712411)
140668152,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,RICHMOND,"ARREST, CITED",23RD AV / GEARY BL,POINT(37.7801881443518 -122.482591965523)
140770616,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,2014-12-29,RICHMOND,NONE,2200.0 Block of POST ST,POINT(37.7844271762494 -122.438567766063)
140745879,NON_CRIMINAL,AIDED CASE,2014-12-29,TARAVAL,PSYCHOPATHIC CASE,1800.0 Block of VICENTE ST,POINT(37.7388183629323 -122.486155254553)
146168756,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,ATHENS ST / AVALON AV,POINT(37.7247604485044 -122.426094255951)
140666695,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,NORTHERN,"ARREST, CITED",600.0 Block of TURK ST,POINT(37.782171359739 -122.41985669667)
140712163,LARCENY_THEFT,GRAND THEFT FROM PERSON,2014-12-29,NORTHERN,NONE,1900.0 Block of UNION ST,POINT(37.7975762531796 -122.431923349267)
146166584,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,NORTHERN,NONE,1700.0 Block of CALIFORNIA ST,POINT(37.7902010476347 -122.423390913226)
140756901,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,NORTHERN,NONE,STEINER ST / FULTON ST,POINT(37.7774892652918 -122.433220475299)
140737008,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",2014-12-29,MISSION,"ARREST, BOOKED",POTRERO AV / 24TH ST,POINT(37.753004287752 -122.406338412685)
140709483,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",2014-12-29,BAYVIEW,"ARREST, BOOKED",1500.0 Block of MCKINNON AV,POINT(37.7348631251054 -122.387696203148)
140666582,MISSING_PERSON,FOUND PERSON,2014-12-29,MISSION,NONE,900.0 Block of POTRERO AV,POINT(37.7568815847358 -122.406662657485)
140775133,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,NORTHERN,"ARREST, CITED",TURK ST / WEBSTER ST,POINT(37.7807160085286 -122.430424955334)
140739985,DRUG_NARCOTIC,POSSESSION OF HEROIN FOR SALES,2014-12-29,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,POINT(37.7827931071303 -122.414056291891)
140779812,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140777587,KIDNAPPING,CHILD STEALING,2014-12-29,INGLESIDE,NONE,5600.0 Block of MISSION ST,POINT(37.7110528177636 -122.4470734772)
140763837,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",2014-12-29,TARAVAL,NONE,OCEAN AV / LEE AV,POINT(37.7234556762428 -122.454114133559)
140776078,NON_CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",2014-12-29,MISSION,NONE,0.0 Block of RAMONA ST,POINT(37.7668592302707 -122.425391006464)
146187041,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,PIERCE ST / LOMBARD ST,POINT(37.799424598942 -122.439337465056)
146162598,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,TURK ST / PIERCE ST,POINT(37.7800763782715 -122.435426671978)
146172503,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,2600.0 Block of CLAY ST,POINT(37.790315520911 -122.437041886096)
146162554,NON_CRIMINAL,LOST PROPERTY,2014-12-29,PARK,NONE,KEZAR DR / JOHNFKENNEDY DR,POINT(37.7709281906565 -122.455290394663)
140761853,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,BAYVIEW,"ARREST, CITED",INGALLS ST / HARBOR RD,POINT(37.7333815340093 -122.379932683403)
140693347,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,CEDAR ST / POLK ST,POINT(37.786358036304 -122.419834938618)
140638791,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,2200.0 Block of LOMBARD ST,POINT(37.7997310671582 -122.437801026847)
140728756,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / BROADWAY ST,POINT(37.7990658806759 -122.397391852808)
140674171,ASSAULT,THREATS AGAINST LIFE,2014-12-29,TARAVAL,NONE,1500.0 Block of SLOAT BL,POINT(37.7340266533038 -122.490242004269)
140781776,FORGERY_COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",2014-12-29,SOUTHERN,"ARREST, BOOKED",900.0 Block of MARKET ST,POINT(37.7829962906475 -122.409382968918)
140846552,SUSPICIOUS_OCC,SUSPICIOUS ACT TOWARDS FEMALE,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140749730,TRESPASS,TRESPASSING,2014-12-29,TENDERLOIN,"ARREST, CITED",300.0 Block of OFARRELL ST,POINT(37.7861020865471 -122.410225059558)
146198678,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,NONE,SOUTH VAN NESS AV / MISSION ST,POINT(37.773052554795 -122.418618953339)
140697480,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,600.0 Block of BRUNSWICK ST,POINT(37.7091938446444 -122.447210817311)
140773096,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,SOUTHERN,PSYCHOPATHIC CASE,800.0 Block of MARKET ST,POINT(37.7851956842588 -122.406335661782)
146164958,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,900.0 Block of CALIFORNIA ST,POINT(37.7918035164343 -122.410789619289)
140795307,WARRANTS,WARRANT ARREST,2014-12-29,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 17TH ST,POINT(37.763571895619 -122.41733258259)
140686853,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,TARAVAL,"ARREST, BOOKED",1300.0 Block of 19TH AV,POINT(37.7634414543446 -122.475012059153)
140672084,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of TAYLOR ST,POINT(37.7833988600605 -122.410763183048)
140815068,ASSAULT,INFLICT INJURY ON COHABITEE,2014-12-29,TENDERLOIN,"ARREST, BOOKED",TURK ST / HYDE ST,POINT(37.7825851968764 -122.415694922134)
140676478,OTHER_OFFENSES,PAROLE VIOLATION,2014-12-29,INGLESIDE,"ARREST, BOOKED",4800.0 Block of MISSION ST,POINT(37.7209240476507 -122.437482517439)
140698171,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,TURNER TR / MISSOURI ST,POINT(37.7570410318879 -122.395685389591)
140790959,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,CENTRAL,NONE,200.0 Block of SUTTER ST,POINT(37.7898038982776 -122.40432130529)
140809099,LARCENY_THEFT,PETTY THEFT BICYCLE,2014-12-29,TENDERLOIN,NONE,EDDY ST / JONES ST,POINT(37.783932027757 -122.412597377187)
140687641,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,GEARY BL / SCOTT ST,POINT(37.7837174334099 -122.437850882558)
140775224,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,TENDERLOIN,"ARREST, CITED",400.0 Block of JONES ST,POINT(37.785168321727 -122.412888359407)
140770484,KIDNAPPING,FALSE IMPRISONMENT,2014-12-29,CENTRAL,"ARREST, BOOKED",1600.0 Block of POWELL ST,POINT(37.7998521425689 -122.410899518121)
140656511,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",5THSTNORTH ST / MARKET ST,POINT(37.7839916768457 -122.408068345148)
140670981,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,PACIFIC AV / GRANT AV,POINT(37.7969028839205 -122.406831986427)
146190878,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,200.0 Block of VALDEZ AV,POINT(37.732169776657 -122.45587106348)
146191343,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,0.0 Block of ARBOR ST,POINT(37.7378521802035 -122.435694188284)
140729732,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,INGLESIDE,NONE,300.0 Block of TEDDY AV,POINT(37.715573442482 -122.410556170465)
140756876,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,SOUTHERN,NONE,6TH ST / HARRISON ST,POINT(37.777274185465 -122.404071611406)
140778450,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,200.0 Block of 8TH AV,POINT(37.7829531748392 -122.466530432996)
140726443,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,RICHMOND,NONE,300.0 Block of FUNSTON AV,POINT(37.7811111699578 -122.4716687298)
140810278,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",2014-12-29,BAYVIEW,NONE,600.0 Block of CONNECTICUT ST,POINT(37.757922180798 -122.397193488391)
140773892,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,TENDERLOIN,NONE,300.0 Block of ELLIS ST,POINT(37.7849470607082 -122.412409303965)
146194096,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,600.0 Block of FOLSOM ST,POINT(37.7849756765231 -122.397366659654)
140776670,MISSING_PERSON,MISSING ADULT,2014-12-29,SOUTHERN,NONE,0.0 Block of DORE ST,POINT(37.7738519786006 -122.412996750977)
140770995,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,MISSION,NONE,400.0 Block of ALABAMA ST,POINT(37.76353951726 -122.412276206725)
140674933,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,TARAVAL,NONE,2500.0 Block of SAN JOSE AV,POINT(37.7165138757811 -122.450251611861)
140699345,NON_CRIMINAL,"DEATH REPORT, NATURAL CAUSES",2014-12-29,NORTHERN,NONE,1500.0 Block of BAY ST,POINT(37.8031922797218 -122.432530318886)
140743390,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,2014-12-29,MISSION,NONE,2900.0 Block of 22ND ST,POINT(37.7559132263238 -122.412673015638)
140739173,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,CENTRAL,NONE,CLAY ST / KEARNY ST,POINT(37.7944525389777 -122.404799424951)
140829019,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,NORIEGA ST / 19TH AV,POINT(37.7542423608541 -122.476422775529)
149011225,WARRANTS,WARRANT ARREST,2014-12-29,TARAVAL,"ARREST, BOOKED",BEVERLY ST / SHIELDS ST,POINT(37.7178758761406 -122.471631177701)
140749809,KIDNAPPING,FALSE IMPRISONMENT,2014-12-29,SOUTHERN,"ARREST, BOOKED",4TH ST / MISSION ST,POINT(37.7844788539041 -122.404270179486)
140670602,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,INGLESIDE,NONE,100.0 Block of MARSTON AV,POINT(37.7275715915596 -122.446945149648)
140897420,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,CENTRAL,NONE,700.0 Block of BUSH ST,POINT(37.7900848734175 -122.409634737983)
146208829,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,600.0 Block of MISSION ST,POINT(37.7869253041902 -122.401230394979)
146190856,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,200.0 Block of NAYLOR ST,POINT(37.7100254740078 -122.432829800099)
140731094,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,2014-12-29,CENTRAL,"ARREST, BOOKED",400.0 Block of BUSH ST,POINT(37.790654225215 -122.405139711596)
140801299,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,SOUTHERN,NONE,11TH ST / MARKET ST,POINT(37.7755894130348 -122.418698328939)
140652622,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,CENTRAL,"ARREST, CITED",POST ST / STOCKTON ST,POINT(37.7884982866444 -122.406775392392)
140781425,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,MISSION,NONE,SHOTWELL ST / 17TH ST,POINT(37.7636337703282 -122.416230392543)
146195367,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,300.0 Block of 4TH ST,POINT(37.7815781665045 -122.400545990659)
146183992,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TARAVAL,NONE,100.0 Block of JUANBAUTISTA CR,POINT(37.7175582763637 -122.477203415533)
146178329,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,TARAVAL,NONE,3200.0 Block of 20TH AV,POINT(37.7290910125835 -122.476011600296)
140818705,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,TENDERLOIN,JUVENILE CITED,0.0 Block of OFARRELL ST,POINT(37.7867246331993 -122.405795379675)
140745772,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,CENTRAL,"ARREST, BOOKED",200.0 Block of POST ST,POINT(37.7886851628813 -122.405559943689)
140708764,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,NORTHERN,NONE,1100.0 Block of POLK ST,POINT(37.7871323541021 -122.419948922806)
140689493,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,500.0 Block of BEACH ST,POINT(37.8071029460288 -122.417296472239)
140712022,FRAUD,"CREDIT CARD, THEFT BY USE OF",2014-12-29,NORTHERN,NONE,FILLMORE ST / POST ST,POINT(37.7851499161834 -122.433084166837)
140692430,LARCENY_THEFT,GRAND THEFT PICKPOCKET,2014-12-29,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(37.78534955277 -122.406396396348)
140686295,DRUG_NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,2014-12-29,INGLESIDE,"ARREST, BOOKED",EXCELSIOR AV / MISSION ST,POINT(37.7262358305018 -122.433623421746)
140661441,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,POINT(37.7762310405055 -122.414714295579)
140816583,ASSAULT,BATTERY,2014-12-29,SOUTHERN,"ARREST, BOOKED",1200.0 Block of MARKET ST,POINT(37.7784820825126 -122.415103579004)
146161807,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,OAKDALE AV / MENDELL ST,POINT(37.7345993533774 -122.390346724675)
140735585,WARRANTS,WARRANT ARREST,2014-12-29,CENTRAL,"ARREST, BOOKED",TAYLOR ST / JEFFERSON ST,POINT(37.8082120064896 -122.41580571059)
140762265,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,500.0 Block of JUDSON AV,POINT(37.7286170626111 -122.453230046846)
140755323,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,POINT(37.7841399509891 -122.410955248906)
140826093,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,2014-12-29,MISSION,NONE,2700.0 Block of 24TH ST,POINT(37.7530360281002 -122.406358141342)
140743146,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,RICHMOND,NONE,1000.0 Block of POINTLOBOS AV,POINT(37.7772029583892 -122.512538760234)
140781732,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,MISSION,"ARREST, BOOKED",21ST ST / BRYANT ST,POINT(37.7575939260797 -122.409590818279)
