INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140805207,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",24-09-2014,BAYVIEW,"ARREST, CITED",NEWHALL ST / EVANS AV,POINT(-122.38655575027 37.7419504238655)
140679632,DRUG NARCOTIC,SALE OF BASE/ROCK COCAINE,14-08-2014,MISSION,"ARREST, BOOKED",2000.0 Block of MISSION ST,POINT(-122.419618845847 37.7640610348577)
140678731,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,13-08-2014,INGLESIDE,"ARREST, BOOKED",100.0 Block of EUGENIA AV,POINT(-122.421001710395 37.7416403912691)
140707095,MISSING PERSON,MISSING ADULT,22-08-2014,SOUTHERN,LOCATED,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140811301,WARRANTS,WARRANT ARREST,26-09-2014,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,POINT(-122.419671780296 37.7650501214965)
140819399,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",28-09-2014,PARK,PSYCHOPATHIC CASE,0.0 Block of ALPINE TR,POINT(-122.437831477661 37.769679340323)
140705538,OTHER OFFENSES,PROBATION VIOLATION,22-08-2014,TENDERLOIN,"ARREST, BOOKED",700.0 Block of OFARRELL ST,POINT(-122.417319974983 37.7852071544535)
140675157,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,13-08-2014,SOUTHERN,"ARREST, BOOKED",8TH ST / MISSION ST,POINT(-122.41316085097 37.7774566612104)
140805893,ASSAULT,BATTERY,24-09-2014,SOUTHERN,NONE,900.0 Block of MARKET ST,POINT(-122.409165910685 37.7831675657943)
140692123,DRUG NARCOTIC,POSSESSION OF MARIJUANA,18-08-2014,MISSION,"ARREST, CITED",0.0 Block of CAMP ST,POINT(-122.423287599851 37.7639737495808)
140825766,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",30-09-2014,SOUTHERN,PSYCHOPATHIC CASE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140737133,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",02-09-2014,MISSION,NONE,1200.0 Block of SAN BRUNO AV,POINT(-122.404384651385 37.7537738744078)
140661106,LARCENY THEFT,PETTY THEFT FROM A BUILDING,08-08-2014,NORTHERN,NONE,0.0 Block of PEACE PZ,POINT(-122.429799400978 37.7853821766119)
140753151,LARCENY THEFT,GRAND THEFT FROM A BUILDING,07-09-2014,CENTRAL,NONE,400.0 Block of MASON ST,POINT(-122.409851224319 37.7872357017072)
140805564,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,20-09-2014,MISSION,NONE,1800.0 Block of MISSION ST,POINT(-122.420024309915 37.7682580684342)
140670129,LARCENY THEFT,PETTY THEFT SHOPLIFTING,11-08-2014,TENDERLOIN,JUVENILE CITED,0.0 Block of POWELL ST,POINT(-122.407689460033 37.7847562787934)
146179054,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,31-08-2014,SOUTHERN,NONE,400.0 Block of NATOMA ST,POINT(-122.407190022272 37.7805149965828)
140655870,LARCENY THEFT,PETTY THEFT FROM A BUILDING,07-08-2014,CENTRAL,NONE,400.0 Block of COLUMBUS AV,POINT(-122.40820102435 37.7989684165081)
140749401,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",05-09-2014,BAYVIEW,NONE,0.0 Block of HAWKINS LN,POINT(-122.383741530077 37.7349168721437)
140713531,MISSING PERSON,MISSING ADULT,25-08-2014,NORTHERN,LOCATED,1000.0 Block of LARKIN ST,POINT(-122.418325804095 37.7874849508692)
140765316,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",11-09-2014,SOUTHERN,NONE,1200.0 Block of MARKET ST,POINT(-122.415197384484 37.7783133856366)
140654991,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",05-08-2014,BAYVIEW,PSYCHOPATHIC CASE,900.0 Block of KEY AV,POINT(-122.395590193276 37.7188378453252)
140735864,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,01-09-2014,TARAVAL,NONE,300.0 Block of EUCALYPTUS DR,POINT(-122.476268967603 37.7310731174748)
140655466,WARRANTS,WARRANT ARREST,06-08-2014,PARK,"ARREST, BOOKED",ASHBURY ST / HAYES ST,POINT(-122.44768850486 37.7737323010847)
140712674,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,24-08-2014,NORTHERN,NONE,LAGUNA ST / GEARY BL,POINT(-122.427991151911 37.7849531241909)
140750464,OTHER OFFENSES,TAMPERING WITH A VEHICLE,06-09-2014,MISSION,"ARREST, BOOKED",3300.0 Block of 16TH ST,POINT(-122.426875585671 37.7645817209276)
140803875,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",18-09-2014,PARK,NONE,600.0 Block of HAIGHT ST,POINT(-122.432483569063 37.771880445187)
140718490,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",05-08-2014,TARAVAL,NONE,1700.0 Block of QUINTARA ST,POINT(-122.483791531851 37.748193330119)
140647043,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",02-08-2014,SOUTHERN,"ARREST, CITED",5TH ST / KING ST,POINT(-122.396356347158 37.7746516427668)
140769158,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,10-09-2014,MISSION,NONE,100.0 Block of CASELLI AV,POINT(-122.442722869845 37.7594751838142)
140799428,LARCENY THEFT,GRAND THEFT FROM PERSON,19-09-2014,TENDERLOIN,NONE,0.0 Block of 5THSTNORTH ST,POINT(-122.407073928848 37.7832480933334)
140715684,LARCENY THEFT,GRAND THEFT FROM A BUILDING,25-08-2014,SOUTHERN,NONE,800.0 Block of MARKET ST,POINT(-122.407036790381 37.7847532835996)
140691830,NON CRIMINAL,LOST PROPERTY,16-08-2014,NORTHERN,NONE,1500.0 Block of FILLMORE ST,POINT(-122.432652103354 37.7837268854791)
140789394,VEHICLE THEFT,STOLEN AUTOMOBILE,18-09-2014,PARK,NONE,1600.0 Block of MCALLISTER ST,POINT(-122.439735649714 37.7775119354508)
140804908,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,22-09-2014,INGLESIDE,"ARREST, BOOKED",0.0 Block of 30TH ST,POINT(-122.417241234269 37.7762848301917)
140694351,BURGLARY,"BURGLARY, FORCIBLE ENTRY",18-08-2014,NORTHERN,NONE,200.0 Block of OCTAVIA ST,POINT(-122.42430376135 37.7744291240484)
140676092,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,13-08-2014,RICHMOND,"ARREST, BOOKED",CLAY ST / PRESIDIO AV,POINT(-122.447149277437 37.7890690756552)
146197084,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",25-09-2014,BAYVIEW,NONE,RHODEISLAND ST / SOUTHERNHEIGHTS AV,POINT(-122.401958353438 37.7584040718139)
140810466,NON CRIMINAL,"AIDED CASE, INJURED PERSON",25-09-2014,SOUTHERN,NONE,800.0 Block of 3RD ST,POINT(-122.391805008238 37.7781399144585)
140693002,VEHICLE THEFT,STOLEN AUTOMOBILE,14-08-2014,INGLESIDE,NONE,EXCELSIOR AV / LONDON ST,POINT(-122.432856568129 37.7258720830037)
140646540,NON CRIMINAL,LOST PROPERTY,02-08-2014,SOUTHERN,NONE,HOWARD ST / 2ND ST,POINT(-122.398261647342 37.7867787589393)
146169710,LARCENY THEFT,PETTY THEFT OF PROPERTY,20-08-2014,SOUTHERN,NONE,0.0 Block of LANGTON ST,POINT(-122.408890024463 37.7765674593804)
140769120,ASSAULT,INFLICT INJURY ON COHABITEE,12-09-2014,BAYVIEW,"ARREST, BOOKED",1700.0 Block of OAKDALE AV,POINT(-122.394047230521 37.7365688452621)
140685689,VEHICLE THEFT,STOLEN AUTOMOBILE,15-08-2014,TARAVAL,NONE,200.0 Block of BYXBEE ST,POINT(-122.469704025367 37.7185163708821)
146202683,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,NORTHERN,NONE,ELLIS ST / FRANKLIN ST,POINT(-122.422654162984 37.7836201224648)
140746974,OTHER OFFENSES,INDECENT EXPOSURE WITH PRIOR CONVICTION,05-09-2014,NORTHERN,"ARREST, BOOKED",200.0 Block of IVY ST,POINT(-122.422340494474 37.7774771266349)
140796929,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",21-09-2014,NORTHERN,NONE,100.0 Block of GOUGH ST,POINT(-122.422542704009 37.7745399228255)
140658523,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",07-08-2014,MISSION,PSYCHOPATHIC CASE,2900.0 Block of 16TH ST,POINT(-122.418930934933 37.7652059090744)
140809500,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,25-09-2014,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,POINT(-122.465838183623 37.7724965522563)
140825982,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-09-2014,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140781566,FRAUD,"CREDIT CARD, THEFT BY USE OF",16-09-2014,TARAVAL,NONE,300.0 Block of SLOAT BL,POINT(-122.475642791632 37.7346635086948)
140822160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",01-09-2014,NORTHERN,NONE,200.0 Block of CAPRA WY,POINT(-122.44078651005 37.8025056908798)
140727532,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",29-08-2014,BAYVIEW,"ARREST, CITED",QUESADA AV / INGALLS ST,POINT(-122.383995699894 37.7291138540403)
140723869,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,27-08-2014,NORTHERN,NONE,2000.0 Block of LOMBARD ST,POINT(-122.434438238227 37.8000821088943)
140698610,VEHICLE THEFT,STOLEN AUTOMOBILE,19-08-2014,BAYVIEW,NONE,HAWES ST / HOLLISTER AV,POINT(-122.390564527749 37.7186884382591)
140661708,WARRANTS,ENROUTE TO PROBATION OFFICER,08-08-2014,MISSION,"ARREST, BOOKED",TREAT AV / 19TH ST,POINT(-122.413756897616 37.7605644452576)
140643477,NON CRIMINAL,FOUND PROPERTY,02-08-2014,RICHMOND,NONE,29TH AV / GEARY BL,POINT(-122.489014404333 37.7798876770729)
140664815,LARCENY THEFT,GRAND THEFT FROM PERSON,09-08-2014,MISSION,NONE,100.0 Block of 14TH ST,POINT(-122.404232173868 37.7844961027056)
140702409,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",17-08-2014,SOUTHERN,NONE,1400.0 Block of FOLSOM ST,POINT(-122.412865260463 37.772828348238)
146154040,NON CRIMINAL,LOST PROPERTY,02-08-2014,RICHMOND,NONE,34TH AV / GEARY BL,POINT(-122.494379400874 37.7796487039425)
140751763,FRAUD,"CREDIT CARD, THEFT BY USE OF",05-09-2014,MISSION,NONE,24TH ST / MISSION ST,POINT(-122.418448186101 37.7522391652921)
140766182,ARSON,ARSON OF A COMMERCIAL BUILDING,11-09-2014,CENTRAL,NONE,1100.0 Block of BATTERY ST,POINT(-122.401759540198 37.8018870805609)
140691658,LARCENY THEFT,PETTY THEFT FROM A BUILDING,18-08-2014,MISSION,NONE,2000.0 Block of MISSION ST,POINT(-122.41961565927 37.764028015224)
140760350,ASSAULT,THREATS AGAINST LIFE,09-09-2014,CENTRAL,NONE,JEFFERSON ST / POWELL ST,POINT(-122.412527239682 37.8086250595764)
140685435,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,08-08-2014,INGLESIDE,NONE,0.0 Block of LOSPALMOS DR,POINT(-122.447198610111 37.7348732955285)
140824592,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,30-09-2014,SOUTHERN,"ARREST, CITED",4TH ST / MISSION ST,POINT(-122.404270179486 37.7844788539041)
140648295,KIDNAPPING,FALSE IMPRISONMENT,04-08-2014,SOUTHERN,NONE,FOLSOM ST / 3RD ST,POINT(-122.398932711095 37.7837848211881)
146154216,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,04-08-2014,TARAVAL,NONE,BROAD ST / SAN JOSE AV,POINT(-122.453457575203 37.7132121535136)
140812694,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",26-09-2014,BAYVIEW,NONE,100.0 Block of JERROLD AV,POINT(-122.372480989745 37.7293325409035)
140669304,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",09-08-2014,RICHMOND,NONE,BUSH ST / LYON ST,POINT(-122.445021746137 37.7855469225697)
140695741,MISSING PERSON,MISSING ADULT,18-08-2014,PARK,LOCATED,0.0 Block of SHRADER ST,POINT(-122.452868550073 37.7745110733269)
140827762,LARCENY THEFT,PETTY THEFT FROM A BUILDING,30-09-2014,SOUTHERN,NONE,300.0 Block of 6TH ST,POINT(-122.404974456762 37.7779436788669)
146157113,LARCENY THEFT,PETTY THEFT OF PROPERTY,04-08-2014,SOUTHERN,NONE,0.0 Block of THE EMBARCADEROSOUTH ST,POINT(-122.393867728618 37.7951227150367)
140787360,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,17-09-2014,MISSION,NONE,SHOTWELL ST / 18TH ST,POINT(-122.416078423909 37.7620347866815)
140773795,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,13-09-2014,SOUTHERN,"ARREST, CITED",1ST ST / FOLSOM ST,POINT(-122.394484874311 37.7872982355541)
140819305,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,28-09-2014,INGLESIDE,NONE,MOSCOW ST / ITALY AV,POINT(-122.432322444134 37.7150386377466)
140746861,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",04-09-2014,TARAVAL,"ARREST, BOOKED",1800.0 Block of 9TH AV,POINT(-122.46556894 37.7539828988982)
140804895,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,23-09-2014,NORTHERN,NONE,OFARRELL ST / VANNESS AV,POINT(-122.421195221815 37.7847536577858)
140816577,LARCENY THEFT,PETTY THEFT OF PROPERTY,15-09-2014,SOUTHERN,NONE,0.0 Block of HOWARD ST,POINT(-122.392058496162 37.791633869719)
146165809,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,14-08-2014,SOUTHERN,NONE,800.0 Block of MISSION ST,POINT(-122.4049702326 37.7838778192773)
140730121,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",30-08-2014,BAYVIEW,PSYCHOPATHIC CASE,0.0 Block of LASVILLAS CT,POINT(-122.385498026649 37.7332417540257)
140789601,TRESPASS,TRESPASSING,19-09-2014,PARK,"ARREST, CITED",1700.0 Block of FULTON ST,POINT(-122.445650666502 37.7759399235888)
140656113,MISSING PERSON,FOUND PERSON,06-08-2014,SOUTHERN,LOCATED,800.0 Block of BRYANT ST,POINT(-122.403675173997 37.7751775060495)
140740409,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,03-09-2014,CENTRAL,NONE,300.0 Block of BUSH ST,POINT(-122.403218581433 37.7908977551885)
140780085,NON CRIMINAL,FOUND PROPERTY,15-09-2014,TENDERLOIN,NONE,300.0 Block of LEAVENWORTH ST,POINT(-122.414332658885 37.7839545562783)
140769772,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",12-09-2014,NORTHERN,"ARREST, CITED",EDDY ST / VANNESS AV,POINT(-122.420818330445 37.7828946451209)
140658379,DRUG NARCOTIC,POSSESSION OF HEROIN,07-08-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(-122.403012371759 37.7757043184436)
140685623,LARCENY THEFT,PETTY THEFT WITH PRIOR,16-08-2014,SOUTHERN,"ARREST, BOOKED",1100.0 Block of MARKET ST,POINT(-122.412499579078 37.7804430348854)
140724174,MISSING PERSON,FOUND PERSON,28-08-2014,MISSION,NONE,900.0 Block of POTRERO AV,POINT(-122.406662657485 37.7568815847358)
140699721,VEHICLE THEFT,STOLEN TRUCK,20-08-2014,MISSION,NONE,YORK ST / 18TH ST,POINT(-122.409159618012 37.761817429423)
140813959,RUNAWAY,RUNAWAY,26-09-2014,INGLESIDE,NONE,0.0 Block of RUSSIA AV,POINT(-122.437011068607 37.7215468326977)
140807065,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",24-09-2014,CENTRAL,PSYCHOPATHIC CASE,BUSH ST / TAYLOR ST,POINT(-122.412078903704 37.7897391550674)
140666190,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",06-08-2014,CENTRAL,NONE,1700.0 Block of GRANT AV,POINT(-122.40822526553 37.8031201981566)
140774793,TRESPASS,TRESPASSING,14-09-2014,BAYVIEW,JUVENILE BOOKED,600.0 Block of 25TH ST,POINT(-122.384864329349 37.7528935924674)
146176141,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,29-08-2014,SOUTHERN,NONE,BRANNAN ST / 2ND ST,POINT(-122.392082305321 37.781845772287)
140765918,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,11-09-2014,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / EDDY ST,POINT(-122.410955248906 37.7841399509891)
140691056,OTHER OFFENSES,RESISTING ARREST,18-08-2014,MISSION,"ARREST, BOOKED",CASTRO ST / 21ST ST,POINT(-122.434545854423 37.7560936694709)
140755862,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,08-09-2014,NORTHERN,NONE,2400.0 Block of CALIFORNIA ST,POINT(-122.43439643898 37.7888691908632)
140801675,NON CRIMINAL,FOUND PROPERTY,21-09-2014,CENTRAL,NONE,200.0 Block of FRANCISCO ST,POINT(-122.408813655859 37.8052311468575)
140639034,DRUG NARCOTIC,POSSESSION OF MARIJUANA,01-08-2014,NORTHERN,"ARREST, BOOKED",FILLMORE ST / GOLDEN GATE AV,POINT(-122.431952436364 37.7795647498959)
140809685,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",25-09-2014,MISSION,PSYCHOPATHIC CASE,300.0 Block of CAPP ST,POINT(-122.418191681384 37.7615007990719)
140743130,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,03-09-2014,SOUTHERN,NONE,BRYANT ST / BEALE ST,POINT(-122.389639531543 37.7862250418378)
140713133,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",24-08-2014,NORTHERN,NONE,1900.0 Block of GOUGH ST,POINT(-122.425765941985 37.7908913064114)
140814894,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,27-09-2014,SOUTHERN,"ARREST, CITED",3RD ST / HOWARD ST,POINT(-122.400473580152 37.7850290612171)
140788368,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,17-09-2014,INGLESIDE,NONE,500.0 Block of CORDOVA ST,POINT(-122.434558713649 37.7089109759331)
140743817,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,03-09-2014,TENDERLOIN,NONE,300.0 Block of ELLIS ST,POINT(-122.412409303965 37.7849470607082)
140669661,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,09-08-2014,CENTRAL,NONE,1000.0 Block of BUSH ST,POINT(-122.415211799737 37.7893069407544)
140682146,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",14-08-2014,MISSION,NONE,1200.0 Block of TREAT AV,POINT(-122.412691489097 37.7498388829841)
140657519,DRUG NARCOTIC,POSSESSION OF MARIJUANA,07-08-2014,MISSION,NONE,2200.0 Block of 17TH ST,POINT(-122.405693599999 37.7646250782623)
140745051,NON CRIMINAL,TRAFFIC ACCIDENT,04-09-2014,RICHMOND,NONE,0.0 Block of STANYAN ST,POINT(-122.45626552079 37.7810046405874)
140731812,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",30-08-2014,SOUTHERN,"ARREST, CITED",HARRISON ST / 7TH ST,POINT(-122.406300138733 37.7755131130233)
140667988,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-08-2014,CENTRAL,NONE,300.0 Block of SANSOME ST,POINT(-122.401088917935 37.7930712835792)
140793527,NON CRIMINAL,LOST PROPERTY,18-09-2014,PARK,NONE,1300.0 Block of DIVISADERO ST,POINT(-122.439272741036 37.782099727178)
146195630,LARCENY THEFT,PETTY THEFT OF PROPERTY,22-09-2014,PARK,NONE,1700.0 Block of HAIGHT ST,POINT(-122.450719299284 37.7694907050487)
140798458,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,21-09-2014,SOUTHERN,NONE,3RD ST / MISSION ST,POINT(-122.402027706948 37.7862483456926)
146160489,NON CRIMINAL,LOST PROPERTY,09-08-2014,PARK,NONE,DIVISADERO ST / WALLER ST,POINT(-122.436851371158 37.7703425963931)
140643825,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",01-08-2014,RICHMOND,NONE,4600.0 Block of CABRILLO ST,POINT(-122.50827688161 37.7734482755362)
140720360,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,27-08-2014,NORTHERN,NONE,1800.0 Block of SUTTER ST,POINT(-122.430632870326 37.7864542144832)
140750185,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",06-09-2014,TENDERLOIN,NONE,400.0 Block of ELLIS ST,POINT(-122.413128524411 37.7847883336529)
140695183,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,18-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140760504,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",25-08-2014,CENTRAL,NONE,200.0 Block of BUSH ST,POINT(-122.401205710912 37.7910843250545)
140650927,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,03-08-2014,NORTHERN,NONE,100.0 Block of HAIGHT ST,POINT(-122.42471452863 37.772869234868)
140764829,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,10-09-2014,TENDERLOIN,NONE,HYDE ST / ELLIS ST,POINT(-122.416075285051 37.7844496613088)
140816599,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",27-09-2014,MISSION,PSYCHOPATHIC CASE,0.0 Block of HARTFORD ST,POINT(-122.433884107971 37.7621427215636)
140738686,DRUG NARCOTIC,POSSESSION OF COCAINE,02-09-2014,NORTHERN,"ARREST, BOOKED",WEBSTER ST / POST ST,POINT(-122.431369772433 37.7853730435768)
140729287,LARCENY THEFT,GRAND THEFT BY PROSTITUTE,30-08-2014,BAYVIEW,NONE,NEWCOMB AV / NEWHALL ST,POINT(-122.391648748966 37.7362897861075)
140759046,NON CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",09-09-2014,RICHMOND,NONE,MARTIN LUTHER KING JR DR / 25TH AV,POINT(-122.482372245817 37.7667702165662)
140743243,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,03-09-2014,NORTHERN,NONE,OLIVE ST / LARKIN ST,POINT(-122.4178091031 37.7847098968913)
140764603,LARCENY THEFT,PETTY THEFT FROM A BUILDING,10-09-2014,MISSION,NONE,1800.0 Block of FOLSOM ST,POINT(-122.415656120604 37.7685095051348)
140682732,OTHER OFFENSES,PROBATION VIOLATION,15-08-2014,BAYVIEW,"ARREST, BOOKED",400.0 Block of RHODEISLAND ST,POINT(-122.402545811717 37.764126917476)
146183390,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,04-09-2014,CENTRAL,NONE,FRONT ST / GREEN ST,POINT(-122.400252662923 37.8006075195838)
140682340,LARCENY THEFT,PETTY THEFT FROM A BUILDING,14-08-2014,TARAVAL,NONE,2400.0 Block of MORAGA ST,POINT(-122.48840899123 37.7554765628767)
140755458,OTHER OFFENSES,RESISTING ARREST,08-09-2014,SOUTHERN,"ARREST, CITED",100.0 Block of SPEAR ST,POINT(-122.392819427019 37.7913871129963)
140655717,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,07-08-2014,NORTHERN,"ARREST, BOOKED",LAGUNA ST / NORTHPOINT ST,POINT(-122.4318780003 37.804244253919)
140740039,MISSING PERSON,MISSING ADULT,28-08-2014,PARK,LOCATED,1200.0 Block of BRODERICK ST,POINT(-122.440936518884 37.7818694280607)
146194488,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,20-09-2014,NORTHERN,NONE,POLK ST / CALIFORNIA ST,POINT(-122.420691680792 37.7905770710834)
140651395,ROBBERY,ATTEMPTED ROBBERY OF A BANK WITH BODILY FORCE,05-08-2014,TENDERLOIN,NONE,0.0 Block of GRANT AV,POINT(-122.404554553749 37.7867582459902)
140695008,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",19-08-2014,NORTHERN,NONE,1500.0 Block of LARKIN ST,POINT(-122.419269852133 37.7917132267651)
140765087,NON CRIMINAL,FOUND PROPERTY,11-09-2014,PARK,NONE,100.0 Block of HUGO ST,POINT(-122.459212207377 37.7652548717262)
140675997,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,13-08-2014,SOUTHERN,NONE,0.0 Block of 12TH ST,POINT(-122.419807743904 37.7739579987436)
140643712,OTHER OFFENSES,PROBATION VIOLATION,03-08-2014,NORTHERN,"ARREST, BOOKED",POST ST / LARKIN ST,POINT(-122.41827417166 37.7870372043982)
140700102,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,20-08-2014,TENDERLOIN,"ARREST, BOOKED",300.0 Block of TURK ST,POINT(-122.414593968095 37.7826909819352)
140792836,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,20-09-2014,INGLESIDE,"ARREST, BOOKED",600.0 Block of UNIVERSITY ST,POINT(-122.412502300332 37.7226300978053)
140764409,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",10-09-2014,BAYVIEW,PSYCHOPATHIC CASE,800.0 Block of MEADE AV,POINT(-122.396756642099 37.7175391075722)
140697010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,20-08-2014,PARK,"ARREST, CITED",DIVISADERO ST / OAK ST,POINT(-122.437422446098 37.7731323316335)
146167974,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,17-08-2014,TENDERLOIN,NONE,ELLIS ST / TAYLOR ST,POINT(-122.411141948101 37.7850736197795)
140793765,MISSING PERSON,MISSING ADULT,19-09-2014,TARAVAL,NONE,2600.0 Block of 17TH AV,POINT(-122.505468081734 37.7379852517179)
140647372,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,04-08-2014,BAYVIEW,NONE,1800.0 Block of 25TH ST,POINT(-122.42522054262 37.7663152194899)
140699856,ROBBERY,"ROBBERY, ARMED WITH A GUN",20-08-2014,TARAVAL,NONE,HOLLOWAY AV / BYXBEE ST,POINT(-122.469877515815 37.7216438451341)
140642510,OTHER OFFENSES,RESISTING ARREST,02-08-2014,TENDERLOIN,"ARREST, CITED",HYDE ST / TURK ST,POINT(-122.415694922134 37.7825851968764)
140823055,ROBBERY,"ROBBERY, ARMED WITH A GUN",30-09-2014,BAYVIEW,NONE,REVERE AV / SELBY ST,POINT(-122.401373325947 37.7380247131615)
140813012,WARRANTS,WARRANT ARREST,26-09-2014,MISSION,"ARREST, BOOKED",1000.0 Block of POTRERO AV,POINT(-122.406656623063 37.7568256145719)
140646631,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",01-08-2014,SOUTHERN,"ARREST, BOOKED",100.0 Block of 8TH ST,POINT(-122.412311250575 37.7768270723083)
140690967,WARRANTS,WARRANT ARREST,18-08-2014,BAYVIEW,"ARREST, BOOKED",300.0 Block of CHANNEL ST,POINT(-122.39421257387 37.7728989693824)
